JOB,DNG,LOCATION,SUBJOB_COMBINED,REG HR_mean,REG HR_median,sample_size,REG_HR_mode,REG RT_mean,REG RT_median,REG_RT_mode,OT HR_mean,OT HR_median,OT_HR_mode,OT RT_mean,OT RT_median,totalpay_mean,totalpay_median
HEAD CHECKER,DAY,CENTENNIAL,PENTHOUSE (HC),8.071428571428571,8.0,28,8.0,56.88928571428572,55.95,53.82,2.111111111111111,2.0,2.0,85.67053571428572,83.6,632.18375,614.8
HEAD CHECKER,DAY,CENTENNIAL,RAIL (HC),8.724199288256228,9.0,281,9.0,60.96985765124555,55.95,55.95,1.2204301075268817,1.0,1.0,91.86727758007117,83.6,642.4448754448399,587.15
HEAD CHECKER,DAY,CENTENNIAL,RAIL PLANNER (HC),8.0,8.0,41,8.0,58.701219512195124,55.95,55.95,2.2439024390243905,2.0,2.0,87.72682926829268,83.6,665.4536585365853,614.8
HEAD CHECKER,DAY,CENTENNIAL,RAIL PLNR -GOPHER  (HC),8.857142857142858,9.0,14,9.0,63.06,55.95,55.95,1.1428571428571428,1.0,1.0,94.265,83.6,666.9399999999999,587.15
HEAD CHECKER,DAY,CENTENNIAL,REEFER (HC),7.95,8.0,40,8.0,60.318000000000005,55.95,55.95,1.1842105263157894,1.0,1.0,90.152,83.6,579.93375,531.2
HEAD CHECKER,DAY,CENTENNIAL,TOWER (HC),8.875527426160337,9.0,237,9.0,64.89518987341772,55.95,55.95,0.9285714285714286,1.0,1.0,96.41495780590716,83.6,593.1850421940928,503.55
HEAD CHECKER,DAY,CENTENNIAL,YARD PLANNER (HC),8.033112582781458,8.0,151,8.0,59.25907284768213,55.95,55.95,2.1198630136986303,2.0,2.0,87.90629139072847,83.6,657.3007947019868,614.8
HEAD CHECKER,DAY,LYNNTERM,CANOPY (HC),8.0,8.0,7,8.0,58.16142857142857,55.95,55.95,1.5,1.5,1.5,86.91714285714285,83.6,595.6671428571428,573.0
HEAD CHECKER,DAY,VANTERM,CANOPY (HC),7.733333333333333,8.0,60,8.0,59.30050000000001,55.95,55.95,1.8083333333333333,2.0,2.0,88.63325,83.6,616.5346666666667,614.8
HEAD CHECKER,DAY,VANTERM,EQUIP. CONTROL (HC),8.0,8.0,1,8.0,54.17,54.17,54.17,2.0,2.0,2.0,80.76,80.76,594.88,594.88
HEAD CHECKER,DAY,VANTERM,GOPHER (HC),7.7894736842105265,8.0,19,8.0,64.18,55.95,55.95,1.5526315789473684,1.5,2.0,95.99631578947367,83.6,645.6905263157894,614.8
HEAD CHECKER,DAY,VANTERM,INGATE (HC),7.864130434782608,8.0,92,8.0,60.194782608695654,55.95,55.95,1.8846153846153846,2.0,2.0,89.05146739130433,83.6,634.1667934782608,614.8
HEAD CHECKER,DAY,VANTERM,OUTGATE (HC),8.0,8.0,33,8.0,60.30636363636364,55.95,55.95,1.8484848484848484,2.0,2.0,90.13454545454545,83.6,647.5401515151515,614.8
HEAD CHECKER,DAY,VANTERM,PENTHOUSE (HC),8.0,8.0,30,8.0,60.400333333333336,55.95,53.17,1.8833333333333333,2.0,2.0,90.5515,83.6,651.0755833333334,614.8
HEAD CHECKER,DAY,VANTERM,RAIL (HC),8.0,8.0,36,8.0,59.48583333333334,55.95,54.17,1.8333333333333333,2.0,2.0,89.18791666666667,83.6,635.4570138888889,614.8
HEAD CHECKER,DAY,VANTERM,RAIL PLNR -GOPHER  (HC),8.0,8.0,1,8.0,55.95,55.95,55.95,2.0,2.0,2.0,83.6,83.6,614.8,614.8
HEAD CHECKER,DAY,VANTERM,TOWER (HC),7.982352941176471,8.0,170,8.0,62.46858823529411,55.95,55.95,0.9556213017751479,1.0,1.0,93.45144117647058,83.6,585.8896764705883,531.2
HEAD CHECKER,DAY,VANTERM,YARD PLANNER (HC),8.0,8.0,1,8.0,55.95,55.95,55.95,1.0,1.0,1.0,83.6,83.6,531.2,531.2
HEAD CHECKER,DAY,WATERFRONT TRAIN. CNTR,TOWER (HC),8.0,8.0,1,8.0,53.17,53.17,53.17,1.0,1.0,1.0,79.755,79.755,505.115,505.115
HEAD CHECKER,GRAVEYARD,ALLIANCE GRAIN,RAIL (HC),6.5,6.5,1,6.5,86.7,86.7,86.7,1.0,1.0,1.0,129.725,129.725,693.275,693.275
HEAD CHECKER,GRAVEYARD,CENTENNIAL,,7.5,7.5,1,7.5,86.07,86.07,86.07,,,,129.105,129.105,645.525,645.525
HEAD CHECKER,GRAVEYARD,CENTENNIAL,CANOPY (HC),7.25,7.5,4,7.5,87.67,87.91499999999999,89.13,1.0,1.0,1.0,131.18,131.5475,668.28125,668.475
HEAD CHECKER,GRAVEYARD,CENTENNIAL,EQUIP. CONTROL (HC),6.5,6.5,4,6.5,88.5225,89.13,89.13,2.25,1.0,1.0,132.45875,133.37,870.01125,712.715
HEAD CHECKER,GRAVEYARD,CENTENNIAL,GOPHER (HC),6.833333333333333,6.5,3,6.5,88.32,89.13,89.13,1.0,1.0,1.0,132.155,133.37,735.945,712.715
HEAD CHECKER,GRAVEYARD,CENTENNIAL,INGATE (HC),7.357142857142857,7.5,7,7.5,87.39428571428572,86.7,86.7,0.5,0.5,0.5,130.76642857142858,129.725,652.2507142857143,650.25
HEAD CHECKER,GRAVEYARD,CENTENNIAL,RAIL (HC),7.307339449541284,7.5,109,7.5,87.82063636363637,86.7,86.7,1.85,1.0,1.0,131.4579090909091,129.725,879.9047727272728,785.935
HEAD CHECKER,GRAVEYARD,CENTENNIAL,RAIL PLANNER (HC),6.78,6.5,25,6.5,88.0608,89.13,89.13,2.22,2.0,2.0,131.7662,133.37,890.4198,823.0
HEAD CHECKER,GRAVEYARD,CENTENNIAL,RAIL PLNR -GOPHER  (HC),7.428571428571429,7.5,14,7.5,87.56785714285715,86.7,86.7,1.5,1.0,1.0,131.02678571428572,129.725,846.7157142857143,790.9100000000001
HEAD CHECKER,GRAVEYARD,CENTENNIAL,TOWER (HC),7.4633699633699635,7.5,273,7.5,87.78714285714285,86.7,86.7,1.6111111111111112,1.0,0.0,131.40523809523808,129.725,690.1328571428571,650.25
HEAD CHECKER,GRAVEYARD,VANTERM,CANOPY (HC),6.5,6.5,8,6.5,87.5,87.91499999999999,89.13,0.5625,0.5,0.5,131.380625,133.37,642.7759375,638.1324999999999
HEAD CHECKER,GRAVEYARD,VANTERM,GOPHER (HC),6.5,6.5,1,6.5,86.7,86.7,86.7,1.0,1.0,1.0,129.725,129.725,693.275,693.275
HEAD CHECKER,GRAVEYARD,VANTERM,INGATE (HC),6.5,6.5,4,6.5,87.3075,86.7,86.7,1.5,1.5,1.5,130.63625,129.725,763.453125,758.1375
HEAD CHECKER,GRAVEYARD,VANTERM,OUTGATE (HC),6.5,6.5,2,6.5,87.91499999999999,87.91499999999999,86.7,1.5,1.5,1.5,131.5475,131.5475,768.76875,768.76875
HEAD CHECKER,GRAVEYARD,VANTERM,RAIL (HC),6.517857142857143,6.5,56,6.5,86.19107142857142,86.7,86.7,1.2,1.0,1.0,129.04866071428572,129.725,713.9999107142858,693.275
HEAD CHECKER,GRAVEYARD,VANTERM,TOWER (HC),6.502777777777778,6.5,180,6.5,86.83522222222223,86.7,86.7,0.7231638418079096,0.5,0.5,128.9573611111111,129.725,656.8107916666667,628.4125
HEAD CHECKER,NIGHT,CASCADIA,TOWER (HC),9.0,9.0,1,9.0,66.98,66.98,66.98,1.0,1.0,1.0,100.47,100.47,703.29,703.29
HEAD CHECKER,NIGHT,CENTENNIAL,CANOPY (HC),8.372549019607844,8.0,51,8.0,72.92352941176469,70.32,70.32,1.0869565217391304,1.0,1.0,109.58088235294117,105.155,718.3957843137255,667.715
HEAD CHECKER,NIGHT,CENTENNIAL,EQUIP. CONTROL (HC),8.0,8.0,41,8.0,73.10292682926828,70.32,70.32,1.1951219512195121,1.0,1.0,108.89048780487805,105.155,717.9918292682927,667.715
HEAD CHECKER,NIGHT,CENTENNIAL,GOPHER (HC),8.127659574468085,8.0,47,8.0,73.59212765957447,70.32,70.32,1.0454545454545454,1.0,1.0,110.06319148936171,105.155,705.74,667.715
HEAD CHECKER,NIGHT,CENTENNIAL,INGATE (HC),8.375,8.0,16,8.0,73.846875,70.32,70.32,1.0,1.0,1.0,110.4453125,105.155,731.1171875,667.715
HEAD CHECKER,NIGHT,CENTENNIAL,OUTGATE (HC),8.0,8.0,1,8.0,70.32,70.32,70.32,1.0,1.0,1.0,105.155,105.155,667.715,667.715
HEAD CHECKER,NIGHT,CENTENNIAL,PENTHOUSE (HC),8.0,8.0,7,8.0,69.56428571428572,66.98,66.98,1.5714285714285714,2.0,2.0,104.34642857142856,100.47,722.1485714285715,736.78
HEAD CHECKER,NIGHT,CENTENNIAL,RAIL (HC),8.756944444444445,9.0,144,9.0,73.14618055555555,70.32,70.32,1.1805555555555556,1.0,1.0,109.51052083333333,105.155,769.6810416666666,738.035
HEAD CHECKER,NIGHT,CENTENNIAL,RAIL PLANNER (HC),7.68,8.0,25,8.0,78.8612,70.32,70.32,2.12,2.0,2.0,117.9668,105.155,856.9394,772.87
HEAD CHECKER,NIGHT,CENTENNIAL,RAIL PLNR -GOPHER  (HC),8.666666666666666,9.0,3,9.0,83.96333333333332,70.32,70.32,1.0,1.0,1.0,125.62,105.155,857.85,738.035
HEAD CHECKER,NIGHT,CENTENNIAL,REEFER (HC),8.0,8.0,1,8.0,89.13,89.13,89.13,1.0,1.0,1.0,133.37,133.37,846.41,846.41
HEAD CHECKER,NIGHT,CENTENNIAL,TOWER (HC),8.857677902621722,9.0,267,9.0,73.85681647940073,70.32,70.32,0.8425925925925926,1.0,1.0,109.7697191011236,105.155,672.1063202247192,632.88
HEAD CHECKER,NIGHT,CENTENNIAL,YARD PLANNER (HC),8.01923076923077,8.0,52,8.0,75.2351923076923,70.32,70.32,1.9803921568627452,2.0,2.0,112.54653846153846,105.155,822.6373076923077,772.87
HEAD CHECKER,NIGHT,DELTAPORT,TOWER (HC),8.0,8.0,1,8.0,85.07,85.07,85.07,1.0,1.0,1.0,127.605,127.605,808.165,808.165
HEAD CHECKER,NIGHT,VANTERM,CANOPY (HC),7.810344827586207,8.0,29,8.0,74.76758620689654,70.32,70.32,1.1724137931034482,1.5,1.5,111.86,105.155,710.1781896551724,720.2925
HEAD CHECKER,NIGHT,VANTERM,INGATE (HC),8.01923076923077,8.0,26,8.0,72.49038461538461,70.32,70.32,1.44,1.5,1.5,108.41057692307693,105.155,729.4067307692308,720.2925
HEAD CHECKER,NIGHT,VANTERM,OUTGATE (HC),7.976190476190476,8.0,21,8.0,70.32,70.32,70.32,1.5,1.5,1.5,105.155,105.155,718.6182142857143,720.2925
HEAD CHECKER,NIGHT,VANTERM,PENTHOUSE (HC),8.0,8.0,7,8.0,68.98142857142857,70.32,70.32,1.4285714285714286,1.5,1.5,103.79714285714284,105.155,700.3707142857144,720.2925
HEAD CHECKER,NIGHT,VANTERM,RAIL (HC),8.0,8.0,20,8.0,73.414,70.32,70.32,1.025,1.0,1.0,109.86100000000002,105.155,700.50725,667.715
HEAD CHECKER,NIGHT,VANTERM,TOWER (HC),7.965625,8.0,160,8.0,74.097875,70.32,70.32,0.7611464968152867,0.5,0.5,110.06834375000001,105.155,672.133609375,615.1375
KOMATSU,DAY,NEPTUNE,,6.416666666666667,7.0,6,7.0,60.830000000000005,55.3,55.3,1.4,1.0,1.0,91.245,82.95,498.62166666666667,476.9625
KOMATSU,GRAVEYARD,NEPTUNE,,6.0,6.0,1,6.0,86.05,86.05,86.05,0.5,0.5,0.5,129.075,129.075,580.8375,580.8375
KOMATSU,GRAVEYARD,VAN WHARVES,,4.0,4.0,1,4.0,88.48,88.48,88.48,,,,132.72,132.72,353.92,353.92
LABOUR,DAY,BC SUGAR,BLANK,0.0,0.0,3,0.0,60.089999999999996,55.3,55.3,,,,82.95,82.95,0.0,0.0
LABOUR,DAY,CANADA PLACE,,7.0,7.0,4,7.0,61.975,61.975,53.17,2.0,2.0,2.0,92.9625,92.9625,619.75,619.75
LABOUR,DAY,CANADA PLACE,BLANK,7.294757033248082,7.0,782,7.0,67.91703703703703,55.3,55.3,1.3449868073878628,1.0,2.0,101.63374201787995,82.95,626.6312005108557,553.0
LABOUR,DAY,CANADA PLACE,COASTWISE (LAB),7.313524590163935,7.0,488,7.0,68.52225409836066,55.3,55.3,1.3415637860082306,1.0,2.0,102.65857581967214,82.95,636.2898668032788,553.0
LABOUR,DAY,CANADA PLACE,HOLD (LAB),7.333333333333333,7.0,9,7.0,68.08,55.3,55.3,1.1111111111111112,1.0,1.0,102.12,82.95,611.3683333333333,553.0
LABOUR,DAY,CANADA PLACE,JANITOR (LAB),8.0,8.0,1,8.0,55.3,55.3,55.3,1.0,1.0,1.0,82.95,82.95,525.35,525.35
LABOUR,DAY,CANADA PLACE,SPARE (LAB),7.375,7.25,4,7.0,75.76,79.63,88.48,0.875,1.0,1.0,113.64,119.445,659.44375,685.7025000000001
LABOUR,DAY,CENTENNIAL,,8.275,9.0,40,9.0,57.85,53.17,53.17,0.0,0.0,0.0,83.89574999999999,79.755,483.4309999999999,478.53
LABOUR,DAY,CENTENNIAL,BLANK,8.5187265917603,9.0,267,9.0,59.75209737827715,55.3,55.3,0.859375,1.0,1.0,89.375234082397,82.95,527.8502247191011,497.7
LABOUR,DAY,CENTENNIAL,COASTWISE (LAB),7.0,7.0,2,7.0,71.89,71.89,55.3,1.5,1.5,1.0,107.83500000000001,107.83500000000001,652.54,652.54
LABOUR,DAY,CENTENNIAL,HOLD (LAB),6.6,8.0,5,4.0,54.874,55.3,55.3,0.6666666666666666,1.0,1.0,82.311,82.95,396.456,497.7
LABOUR,DAY,CENTENNIAL,JANITOR (LAB),7.932885906040268,8.0,149,8.0,64.9193288590604,55.3,55.3,1.0033783783783783,1.0,1.0,97.3789932885906,82.95,613.3005704697987,525.35
LABOUR,DAY,CENTENNIAL,LASHING (LAB),6.295454545454546,8.0,22,4.0,67.46545454545455,55.3,55.3,2.2916666666666665,1.0,1.0,103.83454545454546,82.95,565.0647727272727,525.35
LABOUR,DAY,CENTENNIAL,SHEDMEN (LAB),8.86674816625917,9.0,409,9.0,60.357726161369186,55.3,55.3,0.5486111111111112,1.0,1.0,90.40138141809291,82.95,543.9619070904645,497.7
LABOUR,DAY,CENTENNIAL,SLINGMAN (LAB),9.0,9.0,1,9.0,55.3,55.3,55.3,,,,82.95,82.95,497.7,497.7
LABOUR,DAY,CENTENNIAL,SPARE (LAB),7.357142857142857,8.0,7,8.0,67.59285714285714,55.3,55.3,0.8,1.0,1.0,101.38928571428572,82.95,514.4035714285715,525.35
LABOUR,DAY,CENTENNIAL,UTILITY (LAB),8.0,8.0,93,8.0,59.55720430107527,55.3,55.3,1.010752688172043,1.0,1.0,89.3358064516129,82.95,567.9697311827957,525.35
LABOUR,DAY,DELTAPORT,BLANK,6.0,6.0,2,4.0,63.04,63.04,55.3,0.5,0.5,0.5,94.56,94.56,383.4975,383.4975
LABOUR,DAY,DELTAPORT,LASHING (LAB),4.0,4.0,3,4.0,92.16666666666667,110.6,110.6,,,,138.25,165.9,368.6666666666667,442.4
LABOUR,DAY,DELTAPORT,SPARE (LAB),4.0,4.0,1,4.0,55.3,55.3,55.3,,,,82.95,82.95,221.2,221.2
LABOUR,DAY,FIBRECO,BLANK,7.4375,8.0,8,8.0,59.4475,55.3,55.3,0.7142857142857143,0.5,0.5,89.17125,82.95,499.428125,504.6125
LABOUR,DAY,FRASER SURREY,LASHING (LAB),9.0,9.0,2,9.0,63.04,63.04,55.3,,,,94.56,94.56,593.945,593.945
LABOUR,DAY,FRASER SURREY,SHEDMEN (LAB),9.0,9.0,1,9.0,55.3,55.3,55.3,,,,82.95,82.95,550.87,550.87
LABOUR,DAY,FRASER SURREY,SPARE (LAB),4.5,4.5,1,4.5,88.48,88.48,88.48,,,,132.72,132.72,398.16,398.16
LABOUR,DAY,G3,BLANK,18.0,18.0,1,18.0,70.78,70.78,70.78,0.0,0.0,0.0,106.17,106.17,1274.04,1274.04
LABOUR,DAY,G3,SPARE (LAB),4.0,4.0,2,4.0,110.6,110.6,110.6,,,,165.9,165.9,442.4,442.4
LABOUR,DAY,LYNNTERM,,5.25,4.0,4,4.0,61.1825,53.245000000000005,53.17,0.5,0.5,0.5,91.77375,79.8675,367.018125,212.98000000000002
LABOUR,DAY,LYNNTERM,BLANK,8.734939759036145,8.0,83,8.0,55.70144578313252,55.3,55.3,0.9818181818181818,1.0,1.0,84.55156626506025,82.95,455.15210843373495,525.35
LABOUR,DAY,LYNNTERM,COASTWISE (LAB),8.0,8.0,1,8.0,70.78,70.78,70.78,0.5,0.5,0.5,106.17,106.17,619.325,619.325
LABOUR,DAY,LYNNTERM,HOLD (LAB),9.0,9.0,1,9.0,55.3,55.3,55.3,,,,82.95,82.95,497.7,497.7
LABOUR,DAY,LYNNTERM,JANITOR (LAB),9.0,9.0,1,9.0,55.3,55.3,55.3,,,,82.95,82.95,497.7,497.7
LABOUR,DAY,LYNNTERM,SHEDMEN (LAB),7.0,7.0,2,6.0,55.3,55.3,55.3,0.5,0.5,0.5,82.95,82.95,407.8375,407.8375
LABOUR,DAY,LYNNTERM,SLINGMAN (LAB),5.857142857142857,4.0,7,4.0,59.722857142857144,55.3,55.3,0.75,1.0,1.0,89.58428571428571,82.95,389.30428571428575,283.12
LABOUR,DAY,LYNNTERM,SPARE (LAB),6.333333333333333,8.0,9,4.0,55.3,55.3,55.3,1.0,1.0,1.0,82.95,82.95,387.1,497.7
LABOUR,DAY,LYNNTERM,UTILITY (LAB),9.0,9.0,1,9.0,55.3,55.3,55.3,,,,82.95,82.95,497.7,497.7
LABOUR,DAY,NEPTUNE,,9.938780487804879,7.5,41,7.5,58.36365853658536,53.17,53.17,1.3157894736842106,1.0,1.0,87.90890243902439,79.755,576.6956097560976,558.285
LABOUR,DAY,NEPTUNE,BLANK,7.732051282051282,8.0,234,8.0,63.2958547008547,55.3,55.3,1.0575829383886257,1.0,1.0,94.93933760683761,82.95,582.4875747863248,525.35
LABOUR,DAY,NEPTUNE,HOLD (LAB),7.75,7.75,2,7.5,55.3,55.3,55.3,1.5,1.5,1.0,82.95,82.95,553.0,553.0
LABOUR,DAY,NEPTUNE,JANITOR (LAB),8.125,8.0,8,8.0,55.3,55.3,55.3,0.8125,1.0,1.0,82.95,82.95,516.709375,525.35
LABOUR,DAY,NEPTUNE,LASHING (LAB),7.5,7.5,1,7.5,55.3,55.3,55.3,1.0,1.0,1.0,82.95,82.95,497.7,497.7
LABOUR,DAY,NEPTUNE,SHEDMEN (LAB),7.571428571428571,7.5,7,7.5,62.25142857142857,55.3,55.3,1.2142857142857142,1.5,0.5,93.37714285714286,82.95,581.75,539.175
LABOUR,DAY,NEPTUNE,SPARE (LAB),7.666666666666667,8.0,21,8.0,62.04428571428572,55.3,55.3,1.25,1.0,1.0,91.74976190476191,82.95,561.0647619047619,525.35
LABOUR,DAY,NEPTUNE,UTILITY (LAB),7.8076923076923075,8.0,13,8.0,64.14769230769231,55.3,55.3,0.9615384615384616,1.0,1.0,96.22153846153847,82.95,596.896923076923,525.35
LABOUR,DAY,PORT MOODY,,4.0,4.0,2,4.0,53.17,53.17,53.17,,,,79.755,79.755,212.68,212.68
LABOUR,DAY,PORT MOODY,BLANK,7.71875,8.0,16,8.0,56.33,55.3,55.3,1.0,1.0,1.0,84.40125,82.95,508.45625,525.35
LABOUR,DAY,PORT MOODY,HOLD (LAB),4.0,4.0,1,4.0,110.6,110.6,110.6,,,,165.9,165.9,442.4,442.4
LABOUR,DAY,PORT MOODY,SPARE (LAB),8.0,8.0,1,8.0,55.3,55.3,55.3,1.0,1.0,1.0,82.95,82.95,525.35,525.35
LABOUR,DAY,SQUAMISH,,4.0,4.0,1,4.0,53.17,53.17,53.17,,,,79.755,79.755,212.68,212.68
LABOUR,DAY,SQUAMISH,BLANK,7.958333333333333,8.0,12,8.0,57.76083333333333,55.3,55.3,1.0,1.0,0.5,88.48875,82.95,525.1958333333333,566.825
LABOUR,DAY,SQUAMISH,HOLD (LAB),8.666666666666666,11.0,3,11.0,55.29999999999999,55.3,55.3,4.0,4.0,4.0,82.95,82.95,589.8666666666667,608.3
LABOUR,DAY,SQUAMISH,SLINGMAN (LAB),8.0,8.0,2,8.0,55.55,55.55,55.3,0.5,0.5,0.5,82.95,82.95,645.385,645.385
LABOUR,DAY,SQUAMISH,SPARE (LAB),9.5,9.5,4,8.0,69.125,55.3,55.3,4.25,4.25,0.5,75.9625,82.95,796.19625,625.8425
LABOUR,DAY,VAN WHARVES,,5.75,5.75,2,4.0,60.68,60.68,53.3,1.25,1.25,1.0,155.09,155.09,516.915,516.915
LABOUR,DAY,VAN WHARVES,BLANK,7.886255144032922,8.0,243,8.0,60.26917695473251,55.3,55.3,0.9889380530973452,1.0,1.0,90.51049382716049,82.95,556.168841563786,525.35
LABOUR,DAY,VAN WHARVES,HOLD (LAB),8.0,8.0,4,8.0,63.595,55.3,55.3,0.875,1.0,1.0,95.3925,82.95,587.5625,525.35
LABOUR,DAY,VAN WHARVES,LASHING (LAB),8.0,8.0,1,8.0,88.48,88.48,88.48,1.0,1.0,1.0,132.72,132.72,840.56,840.56
LABOUR,DAY,VAN WHARVES,SHEDMEN (LAB),8.0,8.0,2,8.0,55.3,55.3,55.3,0.75,0.75,0.5,82.95,82.95,504.6125,504.6125
LABOUR,DAY,VAN WHARVES,SPARE (LAB),8.148148148148149,8.0,27,8.0,62.10259259259259,55.3,55.3,0.717391304347826,0.5,0.5,93.1538888888889,82.95,559.7008333333333,497.7
LABOUR,DAY,VAN WHARVES,UTILITY (LAB),7.976190476190476,8.0,252,8.0,56.33960317460318,55.3,55.3,1.0456349206349207,1.0,1.0,84.47666666666666,82.95,537.5642857142858,525.35
LABOUR,DAY,VANTERM,,7.125,7.75,4,9.0,69.6525,70.185,85.07,0.5,0.5,0.0,104.47875,105.2775,499.2675,488.115
LABOUR,DAY,VANTERM,BLANK,7.1,8.0,35,8.0,58.529999999999994,55.3,55.3,0.9047619047619048,1.0,1.0,87.795,82.95,452.67785714285714,497.7
LABOUR,DAY,VANTERM,HOLD (LAB),6.666666666666667,8.0,3,8.0,77.42,88.48,88.48,0.5,0.5,0.5,116.13,132.72,589.8666666666667,774.2
LABOUR,DAY,VANTERM,LASHING (LAB),8.142857142857142,8.0,7,8.0,66.19857142857143,70.78,70.78,1.0,1.0,1.0,99.29785714285715,106.17,623.8307142857142,661.865
LABOUR,DAY,VANTERM,SHEDMEN (LAB),8.066666666666666,8.0,15,8.0,55.3,55.3,55.3,0.8333333333333334,1.0,1.0,82.95,82.95,504.15166666666664,525.35
LABOUR,DAY,VANTERM,SPARE (LAB),6.0,6.0,2,4.0,55.3,55.3,55.3,1.0,1.0,1.0,82.95,82.95,373.275,373.275
LABOUR,DAY,VANTERM,UTILITY (LAB),7.625,8.0,4,8.0,54.235,54.235,53.17,0.5,0.5,0.0,102.09,81.35249999999999,443.316875,471.88374999999996
LABOUR,DAY,VITERRA PAC,,4.0,4.0,1,4.0,53.17,53.17,53.17,,,,79.755,79.755,212.68,212.68
LABOUR,DAY,WATERFRONT TRAIN. CNTR,BLANK,17.95,3.3,8,1.0,134.24285714285716,110.6,110.6,,,,134.394375,165.9,236.3575,254.38
LABOUR,DAY,WATERFRONT TRAIN. CNTR,SPARE (LAB),4.0,4.0,1,4.0,110.6,110.6,110.6,,,,165.9,165.9,442.4,442.4
LABOUR,DAY,WESTSHORE,BLANK,24.0,24.0,1,24.0,88.48,88.48,88.48,,,,79.755,79.755,2123.52,2123.52
LABOUR,GRAVEYARD,ALLIANCE GRAIN,BLANK,8.0,8.0,1,8.0,86.05,86.05,86.05,,,,129.075,129.075,688.4,688.4
LABOUR,GRAVEYARD,CANADA PLACE,COASTWISE (LAB),6.5,6.5,2,6.5,88.48,88.48,88.48,0.5,0.5,0.5,132.72,132.72,641.48,641.48
LABOUR,GRAVEYARD,CENTENNIAL,,6.166666666666667,7.5,30,7.5,84.71000000000001,82.73,82.73,0.0,0.0,0.0,118.55799999999999,124.095,523.8795,620.475
LABOUR,GRAVEYARD,CENTENNIAL,BLANK,7.3431372549019605,7.5,51,7.5,86.7243137254902,88.48,88.48,0.5,0.5,0.0,130.0864705882353,132.72,650.4925,663.6
LABOUR,GRAVEYARD,CENTENNIAL,LASHING (LAB),6.125,6.5,16,6.5,85.646875,88.48,88.48,0.875,1.0,1.0,128.4703125,132.72,577.9475,676.0
LABOUR,GRAVEYARD,CENTENNIAL,SHEDMEN (LAB),7.388888888888889,7.5,108,7.5,87.07472222222222,86.05,86.05,0.6,1.0,1.0,130.56027777777777,129.075,657.8747222222222,645.375
LABOUR,GRAVEYARD,CENTENNIAL,SPARE (LAB),6.833333333333333,6.5,3,6.5,87.67,88.48,88.48,1.0,1.0,1.0,131.505,132.72,687.0183333333334,707.84
LABOUR,GRAVEYARD,DELTAPORT,SPARE (LAB),8.0,8.0,1,8.0,55.3,55.3,55.3,,,,82.95,82.95,442.4,442.4
LABOUR,GRAVEYARD,G3,BLANK,8.0,8.0,1,8.0,88.48,88.48,88.48,,,,132.72,132.72,707.84,707.84
LABOUR,GRAVEYARD,LYNNTERM,,2.25,2.25,2,0.5,82.73,82.73,82.73,,,,124.095,124.095,186.1425,186.1425
LABOUR,GRAVEYARD,LYNNTERM,BLANK,3.25,3.25,1,3.25,88.48,88.48,88.48,,,,132.72,132.72,287.56,287.56
LABOUR,GRAVEYARD,LYNNTERM,HOLD (LAB),4.0,4.0,1,4.0,86.05,86.05,86.05,,,,129.075,129.075,344.2,344.2
LABOUR,GRAVEYARD,LYNNTERM,SPARE (LAB),4.0,4.0,1,4.0,86.6,86.6,86.6,,,,129.075,129.075,346.4,346.4
LABOUR,GRAVEYARD,NEPTUNE,,6.0,6.0,3,6.0,82.78,82.73,82.73,1.0,1.0,1.0,124.14666666666666,124.095,620.8266666666667,620.475
LABOUR,GRAVEYARD,NEPTUNE,BLANK,6.459183673469388,6.5,49,6.5,87.44714285714285,86.05,86.05,1.0568181818181819,1.0,1.0,131.14173469387754,129.075,689.064387755102,663.6
LABOUR,GRAVEYARD,NEPTUNE,SPARE (LAB),6.8,6.5,5,6.5,86.536,86.05,86.05,1.125,1.0,0.5,129.804,129.075,704.9525,663.6
LABOUR,GRAVEYARD,PORT MOODY,SPARE (LAB),4.0,4.0,1,4.0,84.6,84.6,84.6,,,,129.075,129.075,338.4,338.4
LABOUR,GRAVEYARD,SQUAMISH,BLANK,8.0,8.0,1,8.0,88.48,88.48,88.48,,,,132.72,132.72,867.35,867.35
LABOUR,GRAVEYARD,VAN WHARVES,BLANK,6.425925925925926,6.5,27,6.5,88.57444444444444,86.05,86.05,0.9318181818181818,1.0,1.0,132.8827777777778,129.075,670.0722222222222,688.4
LABOUR,GRAVEYARD,VAN WHARVES,HOLD (LAB),7.166666666666667,7.5,3,7.5,88.48,88.48,88.48,2.25,2.25,2.0,132.72,132.72,855.3066666666667,840.56
LABOUR,GRAVEYARD,VAN WHARVES,SPARE (LAB),6.8,6.5,15,6.5,86.49733333333333,86.05,86.05,0.8636363636363636,1.0,0.5,138.15599999999998,129.075,679.0026666666668,688.325
LABOUR,GRAVEYARD,VANTERM,,5.666666666666667,5.5,6,4.0,83.89999999999999,83.9,82.73,1.0,1.0,1.0,125.85000000000001,125.85,497.28583333333336,531.6875
LABOUR,GRAVEYARD,VANTERM,BLANK,7.3,7.5,10,7.5,83.038,88.48,88.48,0.75,1.0,1.0,132.852,132.72,642.3055,663.6
LABOUR,GRAVEYARD,VANTERM,HOLD (LAB),6.5,6.5,13,6.5,89.80153846153847,86.05,86.05,0.5769230769230769,0.5,0.5,134.42192307692306,129.075,662.2661538461538,623.8625
