JOB,DNG,LOCATION,SUBJOB_COMBINED,REG HR_mean,REG HR_median,sample_size,REG_HR_mode,REG RT_mean,REG RT_median,REG_RT_mode,OT HR_mean,OT HR_median,OT_HR_mode,OT RT_mean,OT RT_median,totalpay_mean,totalpay_median
LABOUR,GRAVEYARD,VANTERM,LASHING (LAB),6.5,6.5,1,6.5,88.48,88.48,88.48,1.0,1.0,1.0,132.72,132.72,707.84,707.84
LABOUR,GRAVEYARD,VANTERM,SHEDMEN (LAB),7.0,7.0,1,7.0,86.05,86.05,86.05,,,,129.075,129.075,602.35,602.35
LABOUR,GRAVEYARD,VANTERM,SPARE (LAB),6.5,6.5,1,6.5,86.05,86.05,86.05,1.0,1.0,1.0,86.0,86.0,645.325,645.325
LABOUR,GRAVEYARD,VANTERM,UTILITY (LAB),4.0,4.0,1,4.0,86.05,86.05,86.05,,,,129.075,129.075,344.2,344.2
LABOUR,NIGHT,ALLIANCE GRAIN,,4.0,4.0,1,4.0,66.98,66.98,66.98,,,,100.47,100.47,267.92,267.92
LABOUR,NIGHT,ANNACIS AUTO,BLANK,10.0,10.0,1,10.0,88.48,88.48,88.48,,,,132.72,132.72,884.8,884.8
LABOUR,NIGHT,CANADA PLACE,BLANK,7.5,7.5,6,7.0,82.21,88.48,88.48,0.75,0.75,0.5,123.315,132.72,682.15125,707.84
LABOUR,NIGHT,CANADA PLACE,COASTWISE (LAB),7.333333333333333,7.5,3,7.5,88.48,88.48,88.48,0.5,0.5,0.5,132.72,132.72,693.0933333333334,685.72
LABOUR,NIGHT,CENTENNIAL,,6.076923076923077,4.0,13,9.0,62.39538461538462,66.98,66.98,,,,77.90538461538462,100.47,409.7223076923077,278.68
LABOUR,NIGHT,CENTENNIAL,BLANK,8.511363636363637,9.0,44,9.0,74.56,69.67,69.67,0.875,1.0,1.0,111.82295454545455,104.505,661.7544318181818,627.03
LABOUR,NIGHT,CENTENNIAL,HOLD (LAB),8.0,8.0,1,8.0,88.48,88.48,88.48,1.0,1.0,1.0,132.72,132.72,840.56,840.56
LABOUR,NIGHT,CENTENNIAL,LASHING (LAB),7.363636363636363,8.0,11,8.0,73.09,69.67,69.67,1.0,1.0,1.0,109.63499999999999,104.505,611.2581818181818,661.865
LABOUR,NIGHT,CENTENNIAL,SHEDMEN (LAB),8.891304347826088,9.0,46,9.0,74.1095652173913,69.67,69.67,0.7142857142857143,1.0,1.0,111.16434782608694,104.505,670.9769565217391,627.03
LABOUR,NIGHT,CHEMTRADE,SPARE (LAB),8.0,8.0,1,8.0,85.22,85.22,85.22,1.0,1.0,1.0,127.605,127.605,809.365,809.365
LABOUR,NIGHT,DELTAPORT,BLANK,6.5,8.0,5,4.0,69.67,69.67,69.67,1.15,1.15,1.0,104.505,104.505,500.9273,592.195
LABOUR,NIGHT,DELTAPORT,LASHING (LAB),4.0,4.0,1,4.0,88.48,88.48,88.48,,,,132.72,132.72,353.92,353.92
LABOUR,NIGHT,FIBRECO,BLANK,8.0,8.0,1,8.0,69.67,69.67,69.67,0.5,0.5,0.5,104.505,104.505,609.6125,609.6125
LABOUR,NIGHT,FRASER SURREY,,9.0,9.0,1,9.0,85.07,85.07,85.07,1.0,1.0,1.0,127.605,127.605,893.235,893.235
LABOUR,NIGHT,FRASER SURREY,BLANK,9.0,9.0,2,9.0,69.67,69.67,69.67,,,,104.505,104.505,706.785,706.785
LABOUR,NIGHT,LYNNTERM,,3.9,4.0,5,4.0,66.98,66.98,66.98,0.0,0.0,0.0,100.47,100.47,261.22200000000004,267.92
LABOUR,NIGHT,LYNNTERM,BLANK,8.083333333333334,8.0,24,8.0,77.64541666666666,69.67,69.67,0.9285714285714286,1.0,1.0,116.468125,104.505,728.3020833333334,661.865
LABOUR,NIGHT,LYNNTERM,HOLD (LAB),7.15,8.0,10,8.0,71.616,69.67,69.67,0.875,1.0,1.0,107.39200000000001,104.505,589.6837499999999,661.865
LABOUR,NIGHT,LYNNTERM,SPARE (LAB),8.0,8.0,6,8.0,79.075,79.075,69.67,0.8333333333333334,1.0,1.0,118.6125,118.6125,733.795,751.2125
LABOUR,NIGHT,NEPTUNE,,7.9,7.5,15,7.5,69.39200000000001,66.98,66.98,1.1,1.0,1.0,104.03533333333333,100.47,663.1183333333333,602.82
LABOUR,NIGHT,NEPTUNE,BLANK,7.735955056179775,7.5,89,7.5,73.69258426966293,69.67,69.67,1.2325581395348837,1.0,1.0,110.53887640449437,104.505,702.2855617977528,661.865
LABOUR,NIGHT,NEPTUNE,HOLD (LAB),8.0,8.0,1,8.0,69.67,69.67,69.67,1.0,1.0,1.0,104.505,104.505,661.865,661.865
LABOUR,NIGHT,NEPTUNE,SHEDMEN (LAB),7.25,7.25,2,7.0,69.67,69.67,69.67,1.25,1.25,1.0,104.505,104.505,635.73875,635.73875
LABOUR,NIGHT,NEPTUNE,SPARE (LAB),7.666666666666667,7.5,6,7.5,72.805,69.67,69.67,1.0,1.0,1.0,109.2075,104.505,647.8716666666667,627.03
LABOUR,NIGHT,NEPTUNE,UTILITY (LAB),7.5,7.5,6,7.5,72.805,69.67,69.67,0.9166666666666666,1.0,1.0,109.2075,104.505,646.53625,627.03
LABOUR,NIGHT,PORT MOODY,,16.0,16.0,1,16.0,69.67,69.67,69.67,8.0,8.0,8.0,55.3,55.3,1557.12,1557.12
LABOUR,NIGHT,PORT MOODY,BLANK,8.0,8.0,1,8.0,88.48,88.48,88.48,1.5,1.5,1.5,132.72,132.72,906.92,906.92
LABOUR,NIGHT,PORT MOODY,SPARE (LAB),0.0,0.0,1,0.0,69.67,69.67,69.67,4.0,4.0,4.0,110.6,110.6,442.4,442.4
LABOUR,NIGHT,SQUAMISH,BLANK,8.2,8.0,5,8.0,69.67,69.67,69.67,2.25,2.25,0.5,101.3,104.505,684.4305,766.37
LABOUR,NIGHT,SQUAMISH,HOLD (LAB),0.0,0.0,2,0.0,69.67,69.67,69.67,8.0,8.0,8.0,104.505,104.505,836.04,836.04
LABOUR,NIGHT,SQUAMISH,SPARE (LAB),8.0,8.0,2,8.0,69.67,69.67,69.67,0.75,0.75,0.5,104.505,104.505,795.24875,795.24875
LABOUR,NIGHT,VAN WHARVES,,7.5,7.5,1,7.5,66.98,66.98,66.98,1.5,1.5,1.5,100.47,100.47,653.055,653.055
LABOUR,NIGHT,VAN WHARVES,BLANK,8.010526315789473,8.0,95,8.0,74.6121052631579,69.67,69.67,1.0,1.0,1.0,111.9171052631579,104.505,705.7496578947369,661.865
LABOUR,NIGHT,VAN WHARVES,HOLD (LAB),8.25,8.0,4,8.0,69.67,69.67,69.67,35.50333333333334,1.0,1.0,104.505,104.505,3357.4843875,661.865
LABOUR,NIGHT,VAN WHARVES,JANITOR (LAB),8.0,8.0,1,8.0,69.67,69.67,69.67,2.5,2.5,2.5,104.505,104.505,818.6225,818.6225
LABOUR,NIGHT,VAN WHARVES,SHEDMEN (LAB),8.0,8.0,1,8.0,69.67,69.67,69.67,1.0,1.0,1.0,104.505,104.505,661.865,661.865
LABOUR,NIGHT,VAN WHARVES,SPARE (LAB),7.961538461538462,8.0,13,8.0,78.45692307692308,69.67,69.67,0.9166666666666666,1.0,0.5,117.60307692307691,104.505,721.2482692307693,661.865
LABOUR,NIGHT,VAN WHARVES,UTILITY (LAB),7.833333333333333,8.0,3,8.0,69.73666666666666,69.67,69.67,0.6666666666666666,0.5,0.5,104.57333333333332,104.505,615.9525,609.6125
LABOUR,NIGHT,VANTERM,,4.25,4.0,4,4.0,66.98,66.98,66.98,,,,100.47,100.47,284.665,267.92
LABOUR,NIGHT,VANTERM,BLANK,7.0,8.0,10,8.0,73.497,69.67,69.67,0.8333333333333334,1.0,1.0,110.148,104.505,565.921,647.3725
LABOUR,NIGHT,VANTERM,LASHING (LAB),8.0,8.0,8,8.0,74.3725,69.67,69.67,1.0,1.0,1.0,98.49562499999999,104.505,693.475625,661.865
LABOUR,NIGHT,VANTERM,SHEDMEN (LAB),9.0,9.0,1,9.0,69.67,69.67,69.67,,,,104.505,104.505,627.03,627.03
LIFT TRUCK,DAY,CANADA PLACE,,7.032374100719425,7.0,139,7.0,68.16028776978418,55.8,55.8,1.4963768115942029,2.0,2.0,102.18823741007195,83.45,630.7392086330935,557.5
LIFT TRUCK,DAY,CARGILL,,7.0,7.0,1,7.0,55.8,55.8,55.8,2.0,2.0,2.0,83.45,83.45,557.5,557.5
LIFT TRUCK,DAY,CENTENNIAL,,8.875,9.0,4,9.0,54.485,54.485,53.17,,,,61.66375,81.60249999999999,483.39,478.53
LIFT TRUCK,DAY,FRASER SURREY,,7.333333333333333,9.0,6,9.0,57.94166666666666,55.8,55.8,,,,86.70416666666667,83.45,430.6666666666667,502.2
LIFT TRUCK,DAY,LYNNTERM,,5.35,4.0,10,4.0,57.085,55.8,55.8,1.0,1.0,1.0,85.4025,83.45,319.755,223.2
LIFT TRUCK,DAY,NEPTUNE,,7.75,9.0,4,9.0,55.8,55.8,55.8,0.0,0.0,0.0,83.45,83.45,432.45,502.2
LIFT TRUCK,DAY,SQUAMISH,,8.666666666666666,11.0,3,11.0,60.25,55.8,53.67,,,,90.125,83.45,549.6,590.37
LIFT TRUCK,DAY,VAN WHARVES,,9.0,9.0,1,9.0,55.8,55.8,55.8,,,,83.45,83.45,502.2,502.2
LIFT TRUCK,DAY,VANTERM,,4.0,4.0,1,4.0,53.17,53.17,53.17,,,,79.755,79.755,212.68,212.68
LIFT TRUCK,GRAVEYARD,CENTENNIAL,,7.5,7.5,3,7.5,86.86666666666667,86.55,85.07,,,,131.34833333333333,133.22,651.5,649.125
LIFT TRUCK,NIGHT,CANADA PLACE,,7.5,7.5,1,7.5,88.98,88.98,88.98,,,,133.22,133.22,667.35,667.35
LIFT TRUCK,NIGHT,CENTENNIAL,,8.55,9.0,10,9.0,73.563,70.17,70.17,,,,110.19449999999999,105.005,630.4905,631.53
LIFT TRUCK,NIGHT,FRASER SURREY,,9.0,9.0,1,9.0,70.17,70.17,70.17,0.0,0.0,0.0,105.005,105.005,631.53,631.53
LIFT TRUCK,NIGHT,LYNNTERM,,4.0,4.0,5,4.0,70.17,70.17,70.17,,,,105.155,105.005,280.68,280.68
LIFT TRUCK,NIGHT,VANTERM,,4.0,4.0,1,4.0,70.17,70.17,70.17,,,,105.005,105.005,280.68,280.68
LINES,DAY,ALLIANCE GRAIN,,3.1666666666666665,4.0,3,4.0,60.46,55.3,55.3,,,,90.69,82.95,182.85666666666665,221.2
LINES,DAY,CANADA PLACE,,2.5,2.5,1,2.5,70.78,70.78,70.78,,,,106.17,106.17,176.95,176.95
LINES,DAY,CARGILL,,4.0,4.0,1,4.0,70.78,70.78,70.78,,,,106.17,106.17,283.12,283.12
LINES,DAY,CENTENNIAL,,3.0,4.0,3,4.0,60.67666666666667,55.95,55.3,,,,90.69,82.95,187.40666666666667,223.8
LINES,DAY,CHEMTRADE,,4.0,4.0,1,4.0,88.48,88.48,88.48,,,,132.72,132.72,353.92,353.92
LINES,DAY,FIBRECO,,3.375,4.0,4,4.0,63.595,55.3,55.3,,,,95.3925,82.95,219.8175,221.2
LINES,DAY,G3,,4.0,4.0,1,4.0,55.3,55.3,55.3,,,,82.95,82.95,221.2,221.2
LINES,DAY,LYNNTERM,,3.6,4.0,5,4.0,61.936,55.3,55.3,2.0,2.0,2.0,90.194,82.95,253.38400000000001,221.2
LINES,DAY,NEPTUNE,,3.6363636363636362,4.0,11,4.0,54.73,55.3,55.3,1.66,1.66,1.66,84.0040909090909,82.95,211.3288181818182,221.2
LINES,DAY,PORT MOODY,,4.0,4.0,5,4.0,76.092,70.78,55.3,,,,97.548,82.95,304.368,283.12
LINES,DAY,SQUAMISH,,4.0,4.0,1,4.0,70.78,70.78,70.78,,,,106.17,106.17,283.12,283.12
LINES,DAY,VAN WHARVES,,3.3333333333333335,4.0,9,4.0,64.39333333333333,55.3,55.3,0.2,0.2,0.2,96.59,82.95,222.55,221.2
LINES,DAY,VANTERM,,3.5833333333333335,4.0,6,4.0,65.99,63.04,55.3,0.0,0.0,0.0,98.985,94.56,240.91833333333332,252.16
LINES,DAY,VITERRA PAC,,2.75,3.0,4,4.0,71.33500000000001,70.78,70.78,,,,107.0025,106.17,204.60500000000002,196.86
LINES,GRAVEYARD,ALLIANCE GRAIN,,4.0,4.0,4,4.0,86.05,86.05,86.05,,,,129.075,129.075,344.2,344.2
LINES,GRAVEYARD,CANADA PLACE,,4.0,4.0,2,4.0,86.05,86.05,86.05,,,,129.075,129.075,344.2,344.2
LINES,GRAVEYARD,CARGILL,,4.5,4.5,2,4.0,87.265,87.265,86.05,,,,130.89749999999998,130.89749999999998,392.08500000000004,392.08500000000004
LINES,GRAVEYARD,CENTENNIAL,,3.4444444444444446,4.0,9,4.0,87.4,88.48,88.48,,,,131.1,132.72,300.7144444444445,344.2
LINES,GRAVEYARD,FIBRECO,,1.75,1.75,2,1.0,87.265,87.265,86.05,,,,130.89749999999998,130.89749999999998,151.8025,151.8025
LINES,GRAVEYARD,LYNNTERM,,4.0,4.0,5,4.0,82.774,86.05,86.05,3.5,3.5,3.5,124.16099999999999,129.075,458.6675,344.2
LINES,GRAVEYARD,NEPTUNE,,3.8,4.0,10,4.0,88.748,86.05,86.05,,,,133.4865,129.075,337.782,344.2
LINES,GRAVEYARD,PORT MOODY,,3.9,4.0,10,4.0,86.841,86.05,86.05,,,,127.7115,129.075,338.51599999999996,344.2
LINES,GRAVEYARD,VAN WHARVES,,3.875,4.0,16,4.0,86.15875,86.05,86.05,0.0,0.0,0.0,124.6084375,129.075,334.334375,344.2
LINES,GRAVEYARD,VANTERM,,3.65,4.0,10,4.0,87.022,86.05,86.05,,,,130.533,129.075,317.9705,344.2
LINES,GRAVEYARD,VITERRA PAC,,2.5,2.5,2,2.0,87.265,87.265,86.05,,,,130.89749999999998,130.89749999999998,218.76999999999998,218.76999999999998
LINES,NIGHT,ALLIANCE GRAIN,,3.25,3.25,2,2.5,79.075,79.075,69.67,,,,118.6125,118.6125,249.94,249.94
LINES,NIGHT,CANADA PLACE,,3.642857142857143,4.0,7,4.0,83.57857142857142,88.48,69.67,,,,125.36785714285715,132.72,302.7142857142857,278.68
LINES,NIGHT,CARGILL,,4.0,4.0,2,4.0,69.68,69.68,69.67,,,,104.505,104.505,278.72,278.72
LINES,NIGHT,CENTENNIAL,,3.5714285714285716,4.0,7,4.0,83.57857142857142,88.48,69.67,0.5,0.5,0.5,120.39142857142858,132.72,301.3707142857143,278.68
LINES,NIGHT,CHEMTRADE,,4.0,4.0,2,4.0,79.075,79.075,69.67,,,,118.6125,118.6125,316.3,316.3
LINES,NIGHT,FIBRECO,,3.3333333333333335,4.0,3,4.0,75.94,69.67,69.67,,,,113.91000000000001,104.505,244.77333333333334,278.68
LINES,NIGHT,G3,,3.9166666666666665,4.0,6,4.0,66.92,69.67,69.67,0.5,0.5,0.5,98.25083333333333,104.505,268.8308333333334,278.68
LINES,NIGHT,LYNNTERM,,3.3333333333333335,4.0,3,4.0,75.94,69.67,69.67,,,,113.91000000000001,104.505,244.77333333333334,278.68
LINES,NIGHT,NEPTUNE,,4.0,4.0,12,4.0,79.35083333333334,69.67,69.67,,,,119.02625,104.505,320.53833333333336,296.09749999999997
LINES,NIGHT,PORT MOODY,,3.727272727272727,4.0,11,4.0,78.52090909090909,69.67,69.67,,,,117.78136363636364,104.505,289.95272727272726,278.68
LINES,NIGHT,VAN WHARVES,,3.4444444444444446,4.0,9,4.0,85.03555555555556,88.48,69.67,,,,120.73166666666667,104.505,297.25666666666666,278.68
LINES,NIGHT,VANTERM,,3.3,4.0,5,4.0,80.956,88.48,88.48,,,,121.434,132.72,291.60600000000005,353.92
LINES,NIGHT,VITERRA PAC,,4.125,4.0,4,4.0,79.075,79.075,69.67,,,,118.6125,118.6125,327.36,316.3
LIQUID BULK,DAY,PORT MOODY,,7.32051282051282,7.5,39,7.5,62.30692307692307,56.3,56.3,0.7025641025641025,0.5,0.5,93.75474358974358,83.95,523.2958333333333,464.225
LIQUID BULK,DAY,UNIVAR,,4.75,4.0,8,4.0,57.769999999999996,56.3,56.3,0.625,0.75,1.0,86.2175,83.95,293.659375,267.17499999999995
LIQUID BULK,DAY,VAN WHARVES,,4.0,4.0,3,4.0,55.589999999999996,56.3,56.3,,,,82.885,83.95,222.35999999999999,225.2
LIQUID BULK,GRAVEYARD,PORT MOODY,,6.25,6.0,8,6.0,83.81375,87.05,87.05,0.5285714285714286,0.5,0.5,125.22062499999998,130.075,577.68671875,587.3375
LIQUID BULK,NIGHT,PORT MOODY,,6.964285714285714,7.5,14,7.5,76.97,70.67,70.67,1.0357142857142858,0.5,0.5,115.05,105.505,658.5,582.7775
LIQUID BULK,NIGHT,VAN WHARVES,,8.5,8.5,1,8.5,143.56,143.56,143.56,0.0,0.0,0.0,0.0,0.0,1220.26,1220.26
LOCI,DAY,CENTENNIAL,,9.0,9.0,1,9.0,56.3,56.3,56.3,,,,83.95,83.95,506.7,506.7
LOCI,DAY,NEPTUNE,,7.5886075949367084,7.5,158,7.5,66.72569620253165,56.3,56.3,0.8651315789473685,0.5,0.5,100.03354430379747,83.95,595.2242721518987,548.175
LOCI,GRAVEYARD,NEPTUNE,,6.0,6.0,3,6.0,60.94333333333333,87.2,6.0,1.3333333333333333,0.5,0.5,213.23333333333335,133.72,773.4016666666666,604.64
LOCI,NIGHT,NEPTUNE,,7.588709677419355,7.5,62,7.5,75.06129032258065,70.67,70.67,0.6864406779661016,0.5,0.5,112.1408870967742,105.505,648.1072177419354,583.98
LOCI,NIGHT,VAN WHARVES,,0.0,0.0,11,0.0,76.43818181818182,70.67,70.67,8.545454545454545,9.0,9.0,114.29363636363637,105.505,978.1209090909091,904.23
LOCKERMAN,DAY,ALLIANCE GRAIN,,4.0,4.0,1,4.0,110.0,110.0,110.0,,,,83.6,83.6,440.0,440.0
LOCKERMAN,DAY,LYNNTERM,,8.832432432432432,9.0,74,9.0,58.85108108108109,55.95,55.95,9.0,9.0,9.0,86.36527027027027,83.6,525.0196486486486,503.55
LOCKERMAN,DAY,VITERRA PAC,,8.73076923076923,9.0,13,9.0,55.95,55.95,55.95,,,,83.6,83.6,488.48653846153843,503.55
MOBILE CRANE,DAY,CANADA PLACE,,7.3977272727272725,7.0,44,7.0,71.13545454545455,70.78,55.3,1.8409090909090908,2.0,2.0,106.70318181818183,106.17,729.0506818181818,654.7149999999999
OB,DAY,WATERFRONT TRAIN. CNTR,,3.4583333333333335,4.0,12,4.0,138.21666666666667,110.6,110.6,,,,165.9,165.9,410.10833333333335,442.4
OB,GRAVEYARD,FIBRECO,,4.0,4.0,1,4.0,86.05,86.05,86.05,,,,129.075,129.075,344.2,344.2
OB,NIGHT,VANTERM,,4.0,4.0,1,4.0,69.67,69.67,69.67,,,,104.505,104.505,278.68,278.68
PAINTER,DAY,CENTENNIAL,,4.666666666666667,5.0,3,5.0,57.79999999999999,57.8,57.8,1.0,1.0,1.0,85.45,85.45,355.18333333333334,374.45
PLUMBER,DAY,NEPTUNE,,7.0625,7.5,8,7.5,57.36125,57.95,57.95,1.5,1.5,1.5,84.72625,85.525,515.895625,562.2375
PLUMBER,DAY,PORT MOODY,,4.0,4.0,2,4.0,57.95,57.95,57.95,,,,85.6,85.6,231.8,231.8
PLUMBER,DAY,VAN WHARVES,,4.0,4.0,5,4.0,56.58200000000001,55.67,55.67,4.0,4.0,4.0,95.23299999999999,82.255,409.84799999999996,222.68
PUSHER,DAY,FIBRECO,,4.0,4.0,2,4.0,53.17,53.17,53.17,0.0,0.0,0.0,106.2375,106.2375,106.34,106.34
RAIL MOUNTED GANTRY,DAY,CANADA PLACE,,9.0,9.0,1,9.0,71.78,71.78,71.78,,,,107.17,107.17,646.02,646.02
RAIL MOUNTED GANTRY,DAY,CENTENNIAL,,8.731707317073171,9.0,82,9.0,65.01463414634146,56.3,56.3,0.2222222222222222,0.0,0.0,97.01810975609756,83.95,574.0646341463415,506.7
RAIL MOUNTED GANTRY,GRAVEYARD,CENTENNIAL,,7.5,7.5,224,7.5,87.85263392857144,87.05,87.05,0.0,0.0,0.0,131.3459151785714,130.075,658.8947544642857,652.875
RAIL MOUNTED GANTRY,NIGHT,CENTENNIAL,,9.0,9.0,7,9.0,72.83,70.67,70.67,0.0,0.0,0.0,94.46357142857143,105.505,655.47,636.03
REACHSTACKER,DAY,CENTENNIAL,,8.880952380952381,9.0,42,9.0,61.16166666666667,54.17,53.17,0.0125,0.0,0.0,62.84596428571428,79.755,552.3661097560976,487.53
REACHSTACKER,DAY,VANTERM,,9.25,9.25,2,9.0,53.17,53.17,53.17,,,,79.755,79.755,491.8225,491.8225
REACHSTACKER,GRAVEYARD,CENTENNIAL,,7.5,7.5,21,7.5,85.76523809523809,87.05,87.05,0.0,0.0,0.0,128.38595238095238,130.075,643.2392857142856,652.875
REACHSTACKER,GRAVEYARD,VANTERM,,7.5,7.5,1,7.5,82.73,82.73,82.73,0.0,0.0,0.0,124.095,124.095,620.475,620.475
REACHSTACKER,NIGHT,CENTENNIAL,,9.0,9.0,4,9.0,71.5025,66.98,66.98,,,,57.01875,50.235,643.5225,602.82
REACHSTACKER,NIGHT,VANTERM,,8.75,8.75,1,8.75,66.98,66.98,66.98,,,,100.47,100.47,586.075,586.075
RUBBER TIRE GANTRY,DAY,CANADA PLACE,,7.0,7.0,1,7.0,89.48,89.48,89.48,2.0,2.0,2.0,133.72,133.72,893.8,893.8
RUBBER TIRE GANTRY,DAY,CENTENNIAL,,6.5,5.25,44,4.0,61.154090909090904,56.3,56.3,0.6111111111111112,1.0,1.0,90.29147727272728,83.95,420.7311363636363,432.31
RUBBER TIRE GANTRY,DAY,VANTERM,,6.642857142857143,6.5,21,9.0,62.73904761904762,56.3,56.3,0.4375,0.25,0.0,93.68095238095238,83.95,423.94,506.7
RUBBER TIRE GANTRY,GRAVEYARD,CENTENNIAL,,7.583333333333333,7.5,6,7.5,85.66166666666668,88.265,89.48,,,,128.08,131.89749999999998,648.4441666666667,661.9875
RUBBER TIRE GANTRY,GRAVEYARD,VANTERM,,6.65,7.5,5,7.5,93.904,89.48,89.48,,,,140.356,133.72,609.42,671.1
RUBBER TIRE GANTRY,NIGHT,CENTENNIAL,,6.0,6.0,5,4.0,73.824,70.67,70.67,0.0,0.0,0.0,110.34099999999998,105.505,446.496,407.88
RUBBER TIRE GANTRY,NIGHT,VANTERM,,6.0,6.5,5,6.5,80.32000000000001,83.73,70.67,0.0,0.0,0.0,119.981,125.1,486.74500000000006,544.245
SHIP GANTRY,DAY,LYNNTERM,,4.0,4.0,1,4.0,56.3,56.3,56.3,,,,83.95,83.95,225.2,225.2
STORESPERSON,DAY,CANADA PLACE,,7.0,7.0,4,7.0,59.3875,56.3,56.3,2.0,2.0,2.0,89.33250000000001,83.95,594.3775,562.0
STORESPERSON,DAY,NEPTUNE,,7.392857142857143,7.5,42,7.5,61.61904761904762,56.3,56.3,1.4880952380952381,1.5,1.5,91.92857142857143,83.95,593.0041666666666,548.175
STORESPERSON,DAY,VAN WHARVES,,4.0,4.0,1,4.0,56.3,56.3,56.3,,,,83.95,83.95,225.2,225.2
STORESPERSON,DAY,VANTERM,,9.0,9.0,3,9.0,56.29999999999999,56.3,56.3,,,,83.95,83.95,506.7,506.7
STORESPERSON,NIGHT,NEPTUNE,,7.5,7.5,11,7.5,75.81363636363636,70.67,70.67,1.5,1.5,1.5,113.21409090909091,105.505,738.4234090909091,688.2825
TRACTOR TRAILER,DAY,CENTENNIAL,,9.0,9.0,8,9.0,56.03125,54.17,54.17,0.0,0.0,0.0,83.55125000000001,80.76,504.28125,487.53
TRACTOR TRAILER,DAY,CENTENNIAL,RAIL,9.0,9.0,1,9.0,71.43,71.43,71.43,0.0,0.0,0.0,106.82,106.82,642.87,642.87
TRACTOR TRAILER,DAY,CENTENNIAL,RAIL (HC),8.93142857142857,9.0,175,9.0,62.86177142857142,54.17,54.17,0.0,0.0,0.0,90.84745714285714,80.76,561.1407428571428,487.53
TRACTOR TRAILER,DAY,CENTENNIAL,RAIL (TT),8.863279203771608,9.0,1909,9.0,63.26950759559979,55.95,55.95,0.014705882352941176,0.0,0.0,94.16373493975902,83.6,561.3212126767942,503.55
TRACTOR TRAILER,DAY,CENTENNIAL,SHIP (TT),8.941838046272494,9.0,1556,9.0,63.662577120822625,55.95,55.95,0.02467232074016962,0.0,0.0,95.44687982005142,83.6,571.3831780205655,503.55
TRACTOR TRAILER,DAY,CENTENNIAL,YARD (TT),8.421052631578947,9.0,19,9.0,62.137368421052635,55.95,55.95,0.2857142857142857,0.0,0.0,87.43710526315789,83.6,535.5881578947368,510.965
TRACTOR TRAILER,DAY,DELTAPORT,RAIL (TT),8.0,8.0,2,8.0,71.43,71.43,71.43,1.0,1.0,1.0,106.82,106.82,678.26,678.26
TRACTOR TRAILER,DAY,DELTAPORT,SHIP (TT),8.307692307692308,8.0,13,8.0,60.29,55.95,55.95,0.8461538461538461,1.0,1.0,90.13499999999999,83.6,577.5088461538461,531.2
TRACTOR TRAILER,DAY,FRASER SURREY,SHIP (TT),9.25,9.25,2,8.0,60.615,60.615,53.17,0.5,0.5,0.5,90.9225,90.9225,616.7825,616.7825
TRACTOR TRAILER,DAY,NEPTUNE,BARGE (TT),4.0,4.0,1,4.0,55.95,55.95,55.95,,,,83.6,83.6,223.8,223.8
TRACTOR TRAILER,DAY,NEPTUNE,SHIP (TT),7.5,7.5,1,7.5,71.43,71.43,71.43,0.5,0.5,0.5,106.82,106.82,589.135,589.135
TRACTOR TRAILER,DAY,NEPTUNE,YARD (TT),9.0,9.0,1,9.0,71.43,71.43,71.43,,,,106.82,106.82,642.87,642.87
TRACTOR TRAILER,DAY,VANTERM,RAIL (TT),5.75,4.0,24,4.0,63.031666666666666,55.95,55.95,0.0,0.0,0.0,94.22250000000001,83.6,369.6741666666667,249.32
TRACTOR TRAILER,DAY,VANTERM,SHIP (TT),5.588235294117647,4.0,51,4.0,63.710588235294125,55.95,71.43,0.6724137931034483,1.0,1.0,92.00872549019607,83.6,402.4311,285.72
TRACTOR TRAILER,DAY,VANTERM,YARD (TT),7.25,8.0,4,8.0,57.555,54.17,54.17,0.5,0.5,0.0,86.3425,80.76,465.6875,499.25
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,BARGE (TT),6.833333333333333,6.5,3,6.5,88.32,89.13,89.13,0.6666666666666666,1.0,1.0,132.155,133.37,691.8933333333334,712.715
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,RAIL (HC),7.469613259668508,7.5,181,7.5,83.88005524861879,83.73,83.73,0.0,0.0,0.0,119.14831491712708,125.1,632.9704972375691,627.975
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,RAIL (TT),7.488362068965517,7.5,1740,7.5,88.00761494252873,86.7,86.7,0.015538674033149171,0.0,0.0,131.65861781609195,129.725,661.1846149425287,650.25
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,SHIP (TT),7.474047718710757,7.5,2389,7.5,87.5133151946421,86.7,86.7,0.016524787180771158,0.0,0.0,129.9623880284638,129.725,657.0874413735344,650.25
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,YARD (TT),7.269230769230769,7.5,13,7.5,80.66153846153846,86.7,89.13,0.3333333333333333,0.0,0.0,116.44769230769231,129.725,655.7465384615384,650.25
TRACTOR TRAILER,GRAVEYARD,DELTAPORT,RAIL (TT),6.958333333333333,6.75,12,6.5,88.1175,89.13,89.13,0.75,1.0,1.0,131.85125,133.37,712.0225,702.995
TRACTOR TRAILER,GRAVEYARD,DELTAPORT,SHIP (TT),7.119047619047619,7.5,21,7.5,86.69857142857143,86.7,89.13,0.475,0.0,0.0,129.83261904761906,129.73,675.9266666666667,668.475
