DAYOFWEEK,DNG,SHIFT,eff_start,eff_end,JOBS,LOCATION,SUBJOB,REGHRS,OTHRS,REGRATE,OTRATE,DIFFERENTIAL,DIFFERENTIAL_CLASS,YEAR,SAMPLE_SIZE,CONFIDENCE
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,1.0,74.61,111.91,1.0,CLASS_2,4,1274,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,1.0,93.02,139.53,1.0,CLASS_2,4,1274,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,51.14,76.71,0.5,CLASS_4,1,1257,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,65.32,97.98,0.5,CLASS_4,1,1257,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,81.52,122.28,0.5,CLASS_4,1,1257,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,53.67,80.5,0.5,CLASS_4,2,1257,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,68.56,102.84,0.5,CLASS_4,2,1257,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,85.57,128.35,0.5,CLASS_4,2,1257,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,55.8,83.7,0.5,CLASS_4,3,1257,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,71.28,106.92,0.5,CLASS_4,3,1257,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,88.98,133.47,0.5,CLASS_4,3,1257,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,58.01,87.02,0.5,CLASS_4,4,1257,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,74.11,111.16,0.5,CLASS_4,4,1257,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LIFT TRUCK,LYNNTERM,,8.0,1.0,92.52,138.78,0.5,CLASS_4,4,1257,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,64.45,96.68,0.65,CLASS_3,1,1207,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,81.67,122.5,0.65,CLASS_3,1,1207,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,81.67,122.5,0.65,CLASS_3,1,1207,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,67.63,101.44,0.65,CLASS_3,2,1207,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,85.72,128.58,0.65,CLASS_3,2,1207,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,85.72,128.58,0.65,CLASS_3,2,1207,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,70.32,105.48,0.65,CLASS_3,3,1207,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,89.13,133.69,0.65,CLASS_3,3,1207,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,89.13,133.69,0.65,CLASS_3,3,1207,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,73.1,109.65,0.65,CLASS_3,4,1207,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,92.67,139.0,0.65,CLASS_3,4,1207,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,VANTERM,SHIP (TT),8.0,0.0,92.67,139.0,0.65,CLASS_3,4,1207,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,51.64,77.46,1.0,CLASS_2,1,1131,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,65.82,98.73,1.0,CLASS_2,1,1131,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,82.02,123.03,1.0,CLASS_2,1,1131,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,54.17,81.25,1.0,CLASS_2,2,1131,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,69.06,103.59,1.0,CLASS_2,2,1131,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,86.07,129.1,1.0,CLASS_2,2,1131,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,56.3,84.45,1.0,CLASS_2,3,1131,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,71.78,107.67,1.0,CLASS_2,3,1131,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,89.48,134.22,1.0,CLASS_2,3,1131,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,58.51,87.77,1.0,CLASS_2,4,1131,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,74.61,111.91,1.0,CLASS_2,4,1131,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,VANTERM,,8.0,1.0,93.02,139.53,1.0,CLASS_2,4,1131,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,64.45,96.68,0.65,CLASS_3,1,1001,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,81.67,122.5,0.65,CLASS_3,1,1001,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,81.67,122.5,0.65,CLASS_3,1,1001,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,67.63,101.44,0.65,CLASS_3,2,1001,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,85.72,128.58,0.65,CLASS_3,2,1001,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,85.72,128.58,0.65,CLASS_3,2,1001,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,70.32,105.48,0.65,CLASS_3,3,1001,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,89.13,133.69,0.65,CLASS_3,3,1001,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,89.13,133.69,0.65,CLASS_3,3,1001,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,73.1,109.65,0.65,CLASS_3,4,1001,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,92.67,139.0,0.65,CLASS_3,4,1001,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",TRACTOR TRAILER,CENTENNIAL,RAIL (TT),9.0,0.0,92.67,139.0,0.65,CLASS_3,4,1001,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,50.64,75.96,0.0,BASE,1,919,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,64.82,97.23,0.0,BASE,1,919,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,81.02,121.53,0.0,BASE,1,919,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,53.17,79.75,0.0,BASE,2,919,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,68.06,102.09,0.0,BASE,2,919,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,85.07,127.6,0.0,BASE,2,919,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,55.3,82.95,0.0,BASE,3,919,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,70.78,106.17,0.0,BASE,3,919,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,88.48,132.72,0.0,BASE,3,919,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,57.51,86.27,0.0,BASE,4,919,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,73.61,110.41,0.0,BASE,4,919,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CANADA PLACE,COASTWISE (LAB),8.0,1.0,92.02,138.03,0.0,BASE,4,919,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,50.64,75.96,0.0,BASE,1,852,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,64.82,97.23,0.0,BASE,1,852,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,81.02,121.53,0.0,BASE,1,852,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,53.17,79.75,0.0,BASE,2,852,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,68.06,102.09,0.0,BASE,2,852,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,85.07,127.6,0.0,BASE,2,852,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,55.3,82.95,0.0,BASE,3,852,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,70.78,106.17,0.0,BASE,3,852,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,88.48,132.72,0.0,BASE,3,852,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,57.51,86.27,0.0,BASE,4,852,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,73.61,110.41,0.0,BASE,4,852,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,VAN WHARVES,BLANK,8.0,1.0,92.02,138.03,0.0,BASE,4,852,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,50.64,75.96,0.0,BASE,1,841,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,64.82,97.23,0.0,BASE,1,841,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,81.02,121.53,0.0,BASE,1,841,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,53.17,79.75,0.0,BASE,2,841,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,68.06,102.09,0.0,BASE,2,841,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,85.07,127.6,0.0,BASE,2,841,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,55.3,82.95,0.0,BASE,3,841,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,70.78,106.17,0.0,BASE,3,841,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,88.48,132.72,0.0,BASE,3,841,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,57.51,86.27,0.0,BASE,4,841,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,73.61,110.41,0.0,BASE,4,841,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,CENTENNIAL,BLANK,8.0,0.5,92.02,138.03,0.0,BASE,4,841,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,50.64,75.96,0.0,BASE,1,821,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,64.82,97.23,0.0,BASE,1,821,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,81.02,121.53,0.0,BASE,1,821,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,53.17,79.75,0.0,BASE,2,821,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,68.06,102.09,0.0,BASE,2,821,HIGH
0,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,85.07,127.6,0.0,BASE,2,821,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,55.3,82.95,0.0,BASE,3,821,HIGH
6,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,70.78,106.17,0.0,BASE,3,821,HIGH
0,DAY,DAY,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,88.48,132.72,0.0,BASE,3,821,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,57.51,86.27,0.0,BASE,4,821,HIGH
6,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,73.61,110.41,0.0,BASE,4,821,HIGH
0,DAY,DAY,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",LABOUR,NEPTUNE,BLANK,8.0,1.0,92.02,138.03,0.0,BASE,4,821,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,79.8,119.7,1.0,CLASS_2,1,751,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,82.02,123.03,1.0,CLASS_2,1,751,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,82.02,123.03,1.0,CLASS_2,1,751,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,83.73,125.59,1.0,CLASS_2,2,751,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,86.07,129.1,1.0,CLASS_2,2,751,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,86.07,129.1,1.0,CLASS_2,2,751,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,87.05,130.57,1.0,CLASS_2,3,751,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,89.48,134.22,1.0,CLASS_2,3,751,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,89.48,134.22,1.0,CLASS_2,3,751,HIGH
"1 , 2 , 3 , 4 , 5",GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,90.49,135.73,1.0,CLASS_2,4,751,HIGH
6,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,93.02,139.53,1.0,CLASS_2,4,751,HIGH
0,GRAVEYARD,GRAVEYARD,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,6.5,0.0,93.02,139.53,1.0,CLASS_2,4,751,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,64.8,97.2,1.0,CLASS_2,1,730,HIGH
6,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,82.02,123.03,1.0,CLASS_2,1,730,HIGH
0,NIGHT,NIGHT,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,82.02,123.03,1.0,CLASS_2,1,730,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,67.98,101.97,1.0,CLASS_2,2,730,HIGH
6,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,86.07,129.1,1.0,CLASS_2,2,730,HIGH
0,NIGHT,NIGHT,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,86.07,129.1,1.0,CLASS_2,2,730,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,70.67,106.0,1.0,CLASS_2,3,730,HIGH
6,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,89.48,134.22,1.0,CLASS_2,3,730,HIGH
0,NIGHT,NIGHT,"Apr 1, 2025 12:00 am","Apr 1, 2026 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,89.48,134.22,1.0,CLASS_2,3,730,HIGH
"1 , 2 , 3 , 4 , 5",NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,73.45,110.18,1.0,CLASS_2,4,730,HIGH
6,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,93.02,139.53,1.0,CLASS_2,4,730,HIGH
0,NIGHT,NIGHT,"Apr 1, 2026 12:00 am","Apr 1, 2027 12:00 am",RUBBER TIRE GANTRY,CENTENNIAL,,8.0,0.0,93.02,139.53,1.0,CLASS_2,4,730,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,VANTERM,RAIL (TT),8.0,0.0,51.29,76.94,0.65,CLASS_3,1,703,HIGH
6,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,VANTERM,RAIL (TT),8.0,0.0,65.47,98.2,0.65,CLASS_3,1,703,HIGH
0,DAY,DAY,"Apr 1, 2023 12:00 am","Apr 1, 2024 12:00 am",TRACTOR TRAILER,VANTERM,RAIL (TT),8.0,0.0,81.67,122.5,0.65,CLASS_3,1,703,HIGH
"1 , 2 , 3 , 4 , 5",DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,VANTERM,RAIL (TT),8.0,0.0,53.82,80.73,0.65,CLASS_3,2,703,HIGH
6,DAY,DAY,"Apr 1, 2024 12:00 am","Apr 1, 2025 12:00 am",TRACTOR TRAILER,VANTERM,RAIL (TT),8.0,0.0,68.71,103.06,0.65,CLASS_3,2,703,HIGH
