JOB,DNG,LOCATION,SUBJOB_COMBINED,REG HR_mean,REG HR_median,REG HR_std,sample_size,REG RT_mean,REG RT_median,REG RT_std,OT HR_mean,OT HR_median,OT HR_std,OT RT_mean,OT RT_median,OT RT_std,totalpay_mean,totalpay_median,totalpay_std,confidence_mean,confidence_max
LABOUR,GRAVEYARD,VANTERM,SHEDMEN (LAB),6.506756756756757,6.5,0.058123819371909656,74,87.30027027027027,86.05,4.962518961827882,0.0,0.0,0.0,130.48885135135134,129.075,6.208166823335859,568.0331756756757,559.325,32.49476281906584,0.5993243243243244,0.85
LABOUR,NIGHT,NEPTUNE,,7.97945205479452,8.0,0.30548636272052987,73,73.32260273972604,66.98,8.558181924560914,0.8235294117647058,1.0,0.7058452158977236,106.35739726027397,100.47,20.419646723151843,624.8861643835617,602.82,86.42619585647977,0.6027397260273972,0.9
DOCK GANTRY,DAY,CENTENNIAL,,7.943661971830986,8.0,0.4747126632775414,71,65.40056338028168,56.3,15.1928274324549,1.7846153846153847,1.0,1.7274647942533055,98.0475352112676,83.95,22.653680982399173,680.4108450704225,534.35,251.82076370475713,0.6281690140845071,0.75
LABOUR,DAY,SQUAMISH,,7.942857142857143,8.0,0.47809144373375745,70,56.37514285714286,53.17,8.212921198756094,0.7142857142857143,1.0,0.48795003647426666,84.85864285714285,79.755,12.450325672983578,584.2299285714286,584.87,91.20270004780188,0.5142857142857142,0.75
FRONT END LOADER,GRAVEYARD,NEPTUNE,,6.434782608695652,6.5,0.25600211795799077,69,86.30536231884058,88.48,10.350397772934672,0.5142857142857142,0.5,0.33178914028859563,128.41260869565215,132.72,18.383805385381184,597.8340942028985,575.12,56.17261475434679,0.6231884057971014,0.9
BULK OPERATOR,GRAVEYARD,PORT MOODY,,6.536764705882353,6.5,0.21710745105338353,68,86.72985294117647,87.05,2.145819603111056,0.625,0.5,0.4432026302139591,126.17338235294116,130.075,22.33392776548079,576.610330882353,565.825,37.2772470865983,0.5367647058823529,0.9
TRACTOR TRAILER,DAY,CENTENNIAL,YARD (TT),8.117647058823529,8.0,0.7586203456256565,68,60.428088235294126,55.95,7.725479313218307,0.04081632653061224,0.0,0.199914947901746,85.90595588235294,83.6,25.0019213031473,494.1790441176471,447.6,84.8225109529962,0.6625,0.85
LIFT TRUCK,GRAVEYARD,LYNNTERM,,6.5,6.5,0.0,67,86.80029850746268,86.55,11.646775073234348,0.0,0.0,,129.8239552238806,129.575,18.466406057481326,571.5973880597015,562.575,39.4765800282385,0.5,0.5
DOCK CHECKER,DAY,NEPTUNE,,7.537878787878788,7.5,0.1333187637727441,66,60.919999999999995,55.8,9.640469506600411,1.282258064516129,1.0,0.4671238097361575,91.16787878787879,83.45,14.454090825267482,567.0939393939393,501.95,85.41337534653796,0.8674242424242424,0.9
REACHSTACKER,DAY,VANTERM,,8.038461538461538,8.0,0.22198839193490755,65,57.90630769230769,53.17,9.387487278491841,0.9354838709677419,1.0,0.19171082577464474,83.1715,79.755,12.839612729325697,540.8149807692307,505.115,76.10424120262907,0.6484615384615384,0.75
BULLDOZER,NIGHT,NEPTUNE,,7.992307692307692,8.0,0.062017367294604234,65,76.9556923076923,69.67,10.950085326327192,0.6304347826086957,0.5,0.45769658728016005,106.03592307692308,104.505,36.0803446089885,639.429923076923,636.31,91.71316636855116,0.5246153846153846,0.9
LABOUR,DAY,NEPTUNE,UTILITY (LAB),7.959677419354839,8.0,0.13725610550408715,62,61.61451612903225,55.3,12.06122423678043,0.8928571428571429,1.0,0.4462911876519905,92.4217741935484,82.95,18.091836355170635,513.093629032258,442.4,111.23562341135411,0.6467741935483872,1.0
LABOUR,NIGHT,LYNNTERM,SLINGMAN (LAB),8.0,8.0,0.0,61,72.73819672131147,69.67,7.679737953037357,,,,109.10729508196721,104.505,11.519606929556035,581.9055737704917,557.36,61.437903624298855,0.6,0.6
HEAD CHECKER,DAY,VANTERM,CANOPY (HC),7.737704918032787,8.0,1.4364497826732672,61,59.2455737704918,55.95,7.126384666526259,1.8083333333333333,2.0,0.5453320141434185,88.55073770491802,83.6,10.741675297490673,613.7652459016393,614.8,102.31790303764956,0.7557377049180328,1.0
RAIL MOUNTED GANTRY,NIGHT,CENTENNIAL,,8.131147540983607,8.0,0.34036303344446633,61,77.3772131147541,70.67,9.896792263345999,0.9795918367346939,1.0,0.14285714285714285,113.95975409836066,105.505,20.879422354442458,719.5259836065574,670.865,94.26803197010315,0.6409836065573771,0.75
WHEAT SPECIALTY,GRAVEYARD,ALLIANCE GRAIN,,7.549180327868853,7.5,0.5965520236659084,61,87.86754098360656,87.2,3.3511026323374513,0.5,0.5,0.11043152607484655,131.8611475409836,130.225,6.79293710367876,711.0592213114753,719.1125,61.945571799196216,0.8459016393442623,0.9
HEAD CHECKER,GRAVEYARD,VANTERM,RAIL (HC),6.516666666666667,6.5,0.1290994448735805,60,86.21016666666667,86.7,1.8487508303631317,1.2857142857142858,1.0,1.0696522071009082,129.0715,129.725,2.6607739571123763,716.846,693.275,140.8077489924243,0.7391666666666666,0.85
(deleted option),DAY,VAN WHARVES,,7.866666666666666,8.0,0.6818883716653551,60,56.513,55.3,5.476056758938741,1.21875,1.0,0.8884337432408971,85.59275000000001,82.95,15.221555479241509,497.7323333333333,483.875,79.77639378588272,0.5875,0.9
WINCH DRIVER,DAY,LYNNTERM,,8.0,8.0,0.0,60,63.467999999999996,56.3,14.908201905924022,0.5,0.5,0.5477225575051662,94.41499999999999,83.95,22.294249885701507,513.8575833333333,450.4,125.59216945487793,0.5075,0.65
FIRST AID,DAY,CENTENNIAL,DOCK (FA),7.97457627118644,8.0,0.19528336647123576,59,64.9628813559322,55.8,13.996747165317332,0.9818181818181818,1.0,0.25392541124927703,97.1943220338983,83.45,20.995120747975996,609.4625847457628,529.85,141.79367335249628,0.7440677966101694,1.0
FRONT END LOADER,GRAVEYARD,VAN WHARVES,,6.4576271186440675,6.5,0.1404468114202183,59,86.94237288135594,86.05,3.380567866489529,0.8984375,0.5,0.5074420950598302,128.17245762711863,129.075,17.692893332052293,627.2505720338984,623.8625,78.09309477837823,0.6,0.9
LABOUR,GRAVEYARD,CENTENNIAL,SPARE (LAB),6.516949152542373,6.5,0.13018891098082383,59,86.96033898305085,86.05,3.2817861863266593,0.5,0.5,0.5773502691896257,130.44050847457626,129.075,4.92267927948999,571.1996610169491,559.325,35.02648430073044,0.609322033898305,0.85
WHEAT SPECIALTY,GRAVEYARD,CASCADIA,,7.387931034482759,7.5,0.439727821002746,58,87.64172413793104,87.2,3.1630205072971895,0.5,0.5,0.0,130.9412931034483,130.225,4.747157188120439,709.4586206896552,719.1125,44.26420484454977,0.8793103448275862,0.9
(deleted option),DAY,FIBRECO,,8.0,8.0,0.0,58,57.37413793103448,55.3,6.613712770616835,1.0357142857142858,1.0,0.26972453123756235,86.04439655172413,82.95,9.925077492188805,503.4123706896552,494.495,90.07160511448463,0.5672413793103448,0.65
LABOUR,DAY,NEPTUNE,SPARE (LAB),7.879310344827586,8.0,0.6373626087078113,58,61.28965517241379,55.3,10.520151417347575,1.1764705882352942,1.0,0.6833094209111142,91.45775862068966,82.95,16.459450630671753,516.6072413793104,483.875,108.12522006132122,0.6974137931034482,1.0
BUNNY BUS,GRAVEYARD,VANTERM,,6.525862068965517,6.5,0.19695964928958376,58,84.07068965517242,86.05,12.151455311307295,0.6,1.0,0.5477225575051661,128.3003448275862,129.075,6.984416919369099,554.3506034482759,559.325,80.90340682587458,0.5120689655172413,0.75
FIRST AID,GRAVEYARD,CENTENNIAL,DOCK (FA),6.5,6.5,0.0,57,85.99964912280703,85.57,5.23511971650271,1.0,1.0,0.0,128.74947368421053,128.105,7.8526795747540294,687.7471929824562,684.31,41.88095773202168,0.75,0.75
HEAD CHECKER,NIGHT,CENTENNIAL,CANOPY (HC),8.333333333333334,8.0,0.47559486560567094,57,72.60228070175438,70.32,6.251112763096052,1.2127659574468086,1.0,0.9540798028049117,109.0442105263158,105.155,9.930824477959023,714.5282456140351,667.715,118.6259181376904,0.7964912280701754,1.0
BUNNY BUS,DAY,CENTENNIAL,,8.098214285714286,8.0,0.8603363129779953,56,66.08839285714285,55.625,13.598548956920595,1.0,1.0,0.2581988897471611,99.08633928571429,82.95,20.39736612878935,592.7110714285715,545.7950000000001,150.20543988367848,0.6473214285714286,0.75
WHEAT SPECIALTY,NIGHT,CARGILL,,7.5,7.5,0.0,56,75.34267857142856,70.82,8.524802208544504,0.49019607843137253,0.5,0.07001400420140048,109.56482142857143,105.655,18.10418326756869,611.7025892857143,583.9775,66.77572578476996,0.8839285714285714,0.9
LABOUR,NIGHT,CENTENNIAL,SHEDMEN (LAB),8.75,9.0,0.4369314487526514,56,73.31678571428571,69.67,7.573238314712451,0.7142857142857143,1.0,0.4879500364742666,109.97517857142857,104.505,11.35985747206866,651.9323214285714,627.03,79.38219180856099,0.7955357142857142,0.85
LOCI,GRAVEYARD,NEPTUNE,,6.473214285714286,6.5,0.1136038914643515,56,83.49714285714286,85.07,16.06111189565266,0.8571428571428571,1.0,0.8418973861410953,129.1492857142857,127.605,42.24102175103519,589.8653571428571,559.3900000000001,93.20865025627934,0.5401785714285714,0.9
HEAD CHECKER,NIGHT,CENTENNIAL,YARD PLANNER (HC),8.018181818181818,8.0,0.13483997249264834,55,75.30909090909091,70.32,10.610963281005251,1.9423076923076923,2.0,1.1274378647017305,112.65636363636364,105.155,15.908496491059758,811.1872727272728,772.87,171.39277514003325,0.7436363636363637,0.85
ELECTRICIAN,GRAVEYARD,NEPTUNE,,6.453703703703703,6.5,0.5254694084638103,54,92.48018518518519,89.765,16.334571913206076,0.7,0.5,0.2738612787525831,133.42768518518517,131.575,9.795157049072913,610.0210648148148,591.37,155.01730461726632,0.5277777777777778,0.9
KOMATSU,DAY,NEPTUNE,,7.824074074074074,8.0,0.623119112507206,54,65.41870370370371,55.3,15.453302272268516,1.1612903225806452,1.0,0.45436946739765177,98.12805555555555,82.95,23.17995340840277,581.5470370370371,525.35,173.26725645366392,0.6083333333333334,0.9
TRACTOR TRAILER,NIGHT,VANTERM,YARD (TT),8.0,8.0,0.0,54,72.54333333333332,70.32,6.903480391037113,0.0,0.0,0.0,108.58824074074074,105.155,10.304446702594513,580.3466666666666,562.56,55.227843128296904,0.5833333333333334,0.6
WHEAT SPECIALTY,GRAVEYARD,RICHARDSON,,7.490566037735849,7.5,0.2297692412160481,53,87.56377358490566,87.2,4.737166966745765,0.5,0.5,0.0,130.80971698113208,130.225,7.16046365972247,718.8462264150943,719.1125,43.28815468146681,0.8943396226415095,0.9
OB,DAY,VAN WHARVES,,8.0,8.0,0.0,52,55.77423076923076,55.3,4.659726216881158,1.0,1.0,,83.66134615384615,82.95,6.989589325321736,447.78903846153844,442.4,38.85376612626594,0.5028846153846154,0.65
DOW MEN,NIGHT,UNIVAR,,8.07843137254902,8.0,0.2317875971575666,51,73.4464705882353,69.67,9.73327423296589,0.703125,0.5,0.37801209658063895,102.64970588235295,104.505,28.865492485176215,648.5440686274509,609.6125,99.19381943821,0.6235294117647059,0.75
LABOUR,DAY,NEPTUNE,JANITOR (LAB),8.019607843137255,8.0,0.1400280084028009,51,55.907058823529404,55.3,3.0346869981055034,0.75,1.0,0.42491829279939874,83.86058823529413,82.95,4.552030497158254,460.53931372549016,442.4,36.56093666770053,0.6225490196078431,0.85
LIFT TRUCK,DAY,NEPTUNE,,7.98,8.0,0.6223720260226275,50,60.6238,55.8,10.200282287010195,0.375,0.0,0.5175491695067657,90.7058,83.45,15.292626286373897,489.7186,446.4,94.89987335769278,0.523,0.75
WHEAT SPECIALTY,GRAVEYARD,G3,,7.35,7.5,0.4870779177494949,50,86.7858,87.2,1.9405123350417026,0.5,0.5,0.10206207261596575,128.795,130.225,7.098936396333173,700.8372,717.4762499999999,40.159315400397006,0.883,0.9
EXCAVATOR,NIGHT,VAN WHARVES,,7.99,8.0,0.07071067811865478,50,73.40280000000001,69.67,7.822202320501377,0.7931034482758621,1.0,0.4333680673208387,109.6899,104.505,12.425717262178145,636.3570500000001,612.60375,85.00278294017188,0.574,0.9
HATCH TENDER/SIGNALS,GRAVEYARD,CENTENNIAL,,6.5,6.5,0.0,50,88.1726,87.05,3.6638113366007365,2.1399999999999997,1.0,2.3660092983756424,131.8089,130.075,5.458933633812316,603.3839,565.825,143.54878014071645,0.506,0.65
DOCK CHECKER,NIGHT,LYNNTERM,,7.918367346938775,8.0,0.5714285714285713,49,74.20551020408163,70.17,8.305271433760332,0.0,0.0,0.0,111.05367346938776,105.005,12.410126232214148,587.915918367347,561.36,79.99940843318693,0.5051020408163265,0.75
LABOUR,NIGHT,VAN WHARVES,SPARE (LAB),7.989583333333333,8.0,0.19267388756745052,48,75.61375,69.67,12.104995561882358,0.8461538461538461,1.0,0.4736654667156709,113.39427083333334,104.505,18.135261790271578,630.2580729166667,557.36,112.17281023335754,0.6583333333333333,1.0
BULK OPERATOR,DAY,FIBRECO,,7.916666666666667,8.0,0.5773502691896257,48,65.316875,56.3,20.493542745994773,0.7142857142857143,1.0,0.3933978962347216,92.23135416666668,83.95,20.294336929919357,527.555625,450.4,170.83840895128156,0.4614583333333333,0.75
LABOUR,DAY,PORT MOODY,,7.833333333333333,8.0,0.8077637460938356,48,55.45520833333333,53.17,5.235245524362216,0.9166666666666666,1.0,0.3588702812826367,83.1828125,79.755,7.852868286543329,454.25375,425.36,79.5701249233602,0.5447916666666667,0.75
LABOUR,DAY,SQUAMISH,SPARE (LAB),8.127659574468085,8.0,0.6120891266657367,47,60.84723404255318,55.3,12.45981657728899,2.125,0.25,3.923752455664518,88.90648936170214,82.95,15.849212259772381,643.5005319148936,601.91,136.89751017297118,0.6170212765957447,0.85
WHEAT SPECIALTY,NIGHT,ALLIANCE GRAIN,,7.372340425531915,7.5,1.0292889330397352,47,89.50531914893617,70.82,82.29190910229433,0.5,0.5,0.0,113.44999999999999,105.655,24.899903112261306,632.6158510638298,583.9775,111.51334649512836,0.8670212765957447,0.9
HEAD CHECKER,NIGHT,CENTENNIAL,GOPHER (HC),8.127659574468085,8.0,0.3373181491782383,47,73.59212765957447,70.32,8.463400728808265,1.0454545454545454,1.0,0.21070705494148548,110.06319148936171,105.155,12.695101093212397,705.74,667.715,85.3640827764281,0.7723404255319148,1.0
LABOUR,DAY,LYNNTERM,UTILITY (LAB),8.021739130434783,8.0,0.14744195615489714,46,56.623913043478254,55.3,5.717323180285167,,,,83.13260869565217,82.95,23.157250334257697,455.0951086956522,442.4,46.34784950649612,0.6054347826086957,0.85
LABOUR,GRAVEYARD,NEPTUNE,,6.467391304347826,6.5,0.124818709114169,46,83.55304347826088,82.73,1.3279405434568654,0.6666666666666666,1.0,0.5,124.9054347826087,124.095,3.658062150326615,556.8016304347826,537.745,39.02523969681314,0.5293478260869565,0.9
FRONT END LOADER,NIGHT,NEPTUNE,,7.923913043478261,8.0,0.18157922373651023,46,74.4063043478261,69.67,10.778941683506089,0.4166666666666667,0.5,0.25724787771376323,111.5483695652174,104.505,16.193158502361694,610.3919565217391,569.26875,93.48537244895742,0.5836956521739131,0.9
LABOUR,GRAVEYARD,VAN WHARVES,SPARE (LAB),6.5978260869565215,6.5,0.3269312740791471,46,86.31717391304348,86.05,1.508184579100873,0.8636363636363636,1.0,0.3931226965534482,132.20510869565217,129.075,19.0934483670048,599.1388043478262,567.8725,63.648812085753306,0.6510869565217391,0.85
HD MECHANIC,DAY,FRASER SURREY,,8.054347826086957,8.0,0.7010172043344918,46,69.72891304347826,64.18,15.348803388503521,0.08333333333333333,0.0,0.3535533905932738,104.93239130434783,104.59,22.50548599142318,569.4601086956521,564.48,143.89429149934696,0.5402173913043479,0.9
HATCH TENDER/SIGNALS,DAY,VANTERM,,8.0,8.0,0.0,45,63.260666666666665,56.3,12.90873689335321,0.9285714285714286,1.0,0.44986770542121873,92.67422222222223,83.95,23.879468666893136,519.8066666666666,450.4,112.32624838449989,0.52,0.65
WHEAT MACHINE,DAY,RICHARDSON,,7.4222222222222225,7.5,0.8722720824711667,45,63.96066666666667,55.8,12.416598201967032,0.4,0.5,0.2656844656620286,95.708,83.45,18.609755762649186,506.7007777777778,460.225,122.85556114367294,0.7833333333333333,0.9
HEAD CHECKER,NIGHT,CENTENNIAL,EQUIP. CONTROL (HC),8.0,8.0,0.0,44,73.0965909090909,70.32,8.532827428336743,1.1951219512195121,1.0,0.6789518464192418,106.03295454545454,105.155,20.907963329854415,708.8614772727273,667.715,140.82989893625154,0.7397727272727272,0.75
REACHSTACKER,DAY,CENTENNIAL,,8.840909090909092,9.0,0.7758920393067709,44,62.248409090909085,54.17,13.493216546064366,0.24833333333333332,0.025,0.3658642735587429,65.78955681818182,79.755,43.365399260939014,562.6019,487.53,123.01657833105068,0.7488636363636364,0.9
HEAD CHECKER,DAY,CENTENNIAL,RAIL PLANNER (HC),8.0,8.0,0.0,43,58.57325581395349,55.95,7.905412166879044,2.2439024390243905,2.0,1.0904239497754542,87.53488372093024,83.6,11.858118250318562,655.3209302325581,614.8,128.0032223518119,0.7360465116279069,0.75
LIQUID BULK,GRAVEYARD,PORT MOODY,,6.4523809523809526,6.5,0.3086066999241838,42,87.03595238095238,87.05,6.3663191722183665,0.4076923076923077,0.5,0.2805100665500214,130.12535714285713,130.075,9.511131436942788,578.5166190476191,565.825,40.799527577192194,0.5904761904761905,0.9
TRAINING,NIGHT,WATERFRONT TRAIN. CNTR,,8.0,8.0,0.0,40,70.055,69.67,2.4349537983296496,,,,105.08250000000001,104.505,3.6524306974944833,576.391,557.36,51.257230124149324,0.5,0.5
TRACTOR TRAILER,GRAVEYARD,VANTERM,YARD (TT),6.5,6.5,0.0,40,87.10538461538462,86.7,2.1495946327203708,0.2,0.0,0.4472135954999579,130.32175,129.725,3.1745354091744815,555.3646249999999,563.55,93.9992791051701,0.60375,0.75
HEAD CHECKER,DAY,VANTERM,RAIL (HC),8.0,8.0,0.0,40,61.61900000000001,55.95,11.224470017755278,1.8333333333333333,2.0,0.358568582800318,89.201625,83.6,21.413308448297357,636.5653125,614.8,70.44980175079816,0.735,0.75
HEAD CHECKER,DAY,CENTENNIAL,REEFER (HC),7.95,8.0,0.6774764637788966,40,60.318000000000005,55.95,8.93862353884706,1.1842105263157894,1.0,0.8335940796430429,90.152,83.6,13.407935308270595,579.93375,531.2,84.97745359158661,0.76125,1.0
WHEAT SPECIALTY,NIGHT,VITERRA PAC,,7.512820512820513,7.5,0.08006407690254355,39,76.71461538461539,70.82,9.68195251245539,0.5,0.5,0.0,111.24576923076923,105.655,22.513034924193928,629.3864743589743,583.9775,82.95724795774635,0.885897435897436,0.9
TRACTOR TRAILER,NIGHT,DELTAPORT,SHIP (TT),8.153846153846153,8.0,0.36551776819519516,39,74.87974358974358,70.32,8.26788507520116,0.868421052631579,1.0,0.3425699874501045,112.22794871794872,105.155,12.45448543793026,707.27,667.715,84.69639094715717,0.7653846153846154,1.0
HD MECHANIC,NIGHT,LYNNTERM,,8.0,8.0,0.0,39,77.07794871794871,72.17,9.687706854698078,0.5,0.5,0.7071067811865476,114.36692307692306,107.005,14.531560282047117,620.0907692307693,577.36,85.24581012653675,0.5038461538461538,0.65
TRACTOR TRAILER,NIGHT,CENTENNIAL,YARD (TT),8.131578947368421,8.0,0.34256998745010486,38,75.42368421052632,70.32,11.568053731757344,0.03571428571428571,0.0,0.1889822365046136,110.86947368421052,105.155,25.332100050306693,617.0165789473684,562.56,104.08752443032809,0.6052631578947368,0.85
MILLWRIGHT,DAY,NEPTUNE,,8.0,8.0,0.0,38,56.481842105263155,53.17,7.698415019485067,0.5454545454545454,0.0,1.438117456323307,84.20565789473685,79.755,11.526824365838234,493.468947368421,425.36,138.93991407992775,0.5394736842105263,0.65
WHEAT SPECIALTY,NIGHT,CASCADIA,,7.5131578947368425,7.5,0.0811107105653812,38,79.34105263157895,70.82,10.734209972181688,0.4861111111111111,0.5,0.08333333333333333,110.92532894736843,105.655,32.66328465183771,648.5217763157895,583.9775,90.81108909714398,0.881578947368421,0.9
PLUMBER,NIGHT,VAN WHARVES,,8.0,8.0,0.0,37,76.66324324324324,72.17,10.778040188285633,1.0,1.0,0.0,113.85594594594595,107.005,15.918152235988579,621.6725675675675,577.36,89.36451411386852,0.5121621621621621,0.65
FIRST AID,DAY,LYNNTERM,SHIP (FA),8.0,8.0,0.0,37,57.47594594594595,55.8,6.413494219854581,0.6666666666666666,1.0,0.5773502691896258,85.96391891891892,83.45,9.62024132978187,464.3183783783783,446.4,53.61118376864175,0.6081081081081081,0.75
TRAINING,DAY,PORT MOODY,,8.0,8.0,0.0,37,61.4572972972973,55.3,11.855997227996905,0.0,0.0,0.0,92.18594594594595,82.95,17.783995841995356,491.6583783783784,442.4,94.84797782397524,0.5,0.5
LIFT TRUCK,DAY,VAN WHARVES,,8.027777777777779,8.0,0.16666666666666666,36,58.028611111111104,55.8,6.073797189698326,0.8571428571428571,1.0,0.3631365196012814,86.86236111111111,83.45,9.073925004107029,496.7179166666667,446.4,82.77774375980711,0.5569444444444445,0.75
LIFT TRUCK,DAY,CENTENNIAL,,8.097222222222221,8.0,0.2883312689163638,36,59.58611111111111,55.8,8.700135393947376,1.0625,1.0,0.5629958132298016,86.94916666666667,83.45,19.76005167358773,505.59527777777777,476.41499999999996,99.45128584203886,0.5569444444444445,0.75
LABOUR,DAY,DELTAPORT,BLANK,7.888888888888889,8.0,0.6666666666666667,36,58.50833333333334,55.3,8.97139151493712,0.25,0.25,0.3535533905932738,87.76249999999999,82.95,13.45708727240568,481.3669027777778,442.4,78.33744466763365,0.6111111111111112,0.85
TRACTOR TRAILER,NIGHT,CENTENNIAL,RAIL (HC),9.0,9.0,0.0,36,71.20722222222223,67.98,7.726903874907688,0.0,0.0,0.0,97.13805555555557,101.47,31.145868042344095,645.5031428571428,611.82,64.66161083906366,0.85,0.85
LABOUR,NIGHT,ANNACIS AUTO,BLANK,8.055555555555555,8.0,0.33333333333333315,36,77.95527777777778,69.67,9.55741133096229,,,,116.93291666666667,104.505,14.336116996443433,645.5426388888889,613.0625,97.46516966505166,0.6069444444444444,0.85
PLUMBER,DAY,PORT MOODY,,7.777777777777778,8.0,0.9292427365828929,36,57.51527777777778,57.875,2.4768903154804027,0.9166666666666666,0.75,0.5573204290227127,84.9875,85.525,3.709130722188924,472.7433333333333,463.6,73.84269140012627,0.5597222222222222,0.75
LABOUR,GRAVEYARD,LYNNTERM,BLANK,6.4071428571428575,6.5,0.5493502655735357,35,87.41285714285713,86.05,4.192894950654843,,,,131.23071428571427,129.075,6.281951638348921,559.9675714285714,559.325,54.66289217950849,0.6071428571428571,0.85
TRAINING,DAY,FIBRECO,,8.0,8.0,0.0,35,58.364285714285714,55.3,6.220541533885127,0.0,0.0,0.0,87.54642857142858,82.95,9.330812300827688,466.9142857142857,442.4,49.76433227108102,0.5,0.5
FIRST AID,DAY,VAN WHARVES,DOCK (FA),7.728571428571429,8.0,1.5403535553989713,35,61.26714285714286,55.8,9.507354296242765,1.3428571428571427,1.5,0.33806170189140666,91.63000000000001,83.45,14.272576543023709,608.6711428571429,571.575,131.38457758274615,0.7928571428571428,1.0
BULLDOZER,GRAVEYARD,NEPTUNE,,6.442857142857143,6.5,0.16140142554533785,35,86.87882352941176,86.05,1.2118474869185516,1.0833333333333333,1.0,0.4617740725913994,126.74099999999999,129.075,22.12425438424589,628.4668382352942,575.12,73.75529123881918,0.5928571428571429,0.9
HEAD CHECKER,DAY,CENTENNIAL,INGATE (HC),8.228571428571428,8.0,0.42604296149803567,35,61.70285714285714,55.95,13.720059932005219,1.2666666666666666,1.0,0.4497764451088037,89.8592857142857,83.6,16.046502190914545,602.9974285714286,571.44,117.84528404906595,0.7857142857142857,1.0
TRACTOR TRAILER,GRAVEYARD,CENTENNIAL,YARD (TT),6.785714285714286,6.5,0.4583492485141057,35,83.88371428571428,86.7,13.527346395513119,0.10714285714285714,0.0,0.314970394174356,113.19985714285714,128.61,41.949740139518255,594.0671428571428,579.345,53.11139586763283,0.6842857142857143,0.85
LABOUR,NIGHT,SQUAMISH,,8.0,8.0,0.0,34,67.57411764705883,66.98,12.365194828115525,0.5,0.5,0.5477225575051661,97.44397058823529,100.47,26.88863759069911,930.0616676470589,695.35,1448.9556086187622,0.513235294117647,0.65
LABOUR,NIGHT,VANTERM,SHEDMEN (LAB),8.029411764705882,8.0,0.17149858514250882,34,75.75558823529411,69.67,8.932080483555099,,,,113.63338235294117,104.505,13.398120725332648,608.0938235294118,557.36,71.01581863964411,0.6073529411764705,0.85
HEAD CHECKER,DAY,VANTERM,OUTGATE (HC),8.0,8.0,0.0,33,60.30636363636364,55.95,9.310118762058641,1.8484848484848484,2.0,0.29274691727797514,90.13454545454545,83.6,13.965178143087968,647.5401515151515,614.8,91.70058848711155,0.75,0.75
LABOUR,GRAVEYARD,VANTERM,HOLD (LAB),6.5,6.5,0.0,33,87.60151515151514,86.05,6.053388060216829,0.5769230769230769,0.5,0.18776690404970267,131.29181818181817,129.075,9.085719720578503,600.3562121212121,559.325,72.73474499669913,0.65,0.75
HATCH TENDER/SIGNALS,DAY,CENTENNIAL,,7.909090909090909,8.0,0.7229988054812212,33,64.6478787878788,56.3,13.116012102954484,0.5,0.5,0.5773502691896257,96.51727272727273,83.95,19.642317243760864,517.1527272727272,450.4,114.62308434257274,0.5242424242424243,0.75
TRAINING,DAY,SQUAMISH,,8.0,8.0,0.0,32,58.824999999999996,55.3,9.021651375906027,,,,88.2375,82.95,13.532477063859039,505.49281249999996,442.4,87.55595612592558,0.5,0.5
LABOUR,NIGHT,SQUAMISH,SPARE (LAB),8.0,8.0,0.0,32,73.126875,69.67,7.519086868676921,0.375,0.25,0.47871355387816905,109.66921875,104.505,11.272841479197739,734.469609375,716.87,83.61053643209962,0.609375,0.75
LOCKERMAN,DAY,VITERRA PAC,,8.296875,8.0,0.8877243015057501,32,55.95,55.95,0.0,1.5588235294117647,1.0,1.927452601080443,83.6,83.6,0.0,533.44140625,531.2,133.63905205533672,0.68125,0.75
TRACTOR TRAILER,NIGHT,DELTAPORT,RAIL (TT),8.46875,8.0,0.5070073486774167,32,76.74312499999999,70.32,10.701751269859317,0.8387096774193549,1.0,0.373878250552983,114.77875,105.155,16.06192698237347,743.24875,738.035,114.64728903143794,0.8390625,1.0
HEAD CHECKER,DAY,VANTERM,PENTHOUSE (HC),8.0,8.0,0.0,32,59.948437500000004,54.885000000000005,10.452718463935124,1.765625,2.0,0.5385819942368377,89.87671875,82.49,15.628332243870382,636.968359375,604.06,110.75779034460695,0.740625,0.75
TRAINING,NIGHT,VAN WHARVES,,8.0,8.0,0.0,31,72.84709677419356,69.67,8.198538972909907,,,,109.27064516129032,104.505,12.297808459364855,582.7767741935485,557.36,65.58831178327925,0.5,0.5
HEAD CHECKER,NIGHT,VANTERM,CANOPY (HC),7.82258064516129,8.0,1.4863175249408307,31,75.08741935483872,70.32,8.4324531692511,1.1724137931034482,1.5,0.7591802683177136,112.3375806451613,105.155,12.63150590593271,705.5086290322581,720.2925,73.17115648099413,0.7596774193548387,1.0
REACHSTACKER,GRAVEYARD,CENTENNIAL,,7.224137931034483,7.5,0.4548588261473421,29,85.86827586206896,85.07,2.3183184622934845,0.07692307692307693,0.0,0.2773500981126146,128.56103448275863,127.605,3.2588832934299896,624.6498275862069,638.025,40.68978099778598,0.6862068965517241,0.75
(deleted option),GRAVEYARD,PORT MOODY,,6.413793103448276,6.5,0.19221293610962253,29,86.35827586206896,86.05,1.6061579467019085,0.7,0.5,0.41403933560541256,118.31456896551724,129.075,32.31797350759992,598.2224137931034,575.12,54.51521177568386,0.6206896551724138,0.9
